PeakID,Title,Scans,RT left(min),RT (min),RT right (min),Precursor m/z,Height,Area,Model masses,Adduct,Isotope,Comment,Reference RT,Reference m/z,Formula,Ontology,InChIKey,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,RT similarity,Dot product,Reverse dot product,Fragment presence %,Total score,S/N,MS1 isotopes,MSMS spectrum
15296,Unknown,7508,17.43708,17.52513,17.75278,482.015,7949223,43810964,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,128.6851,482.01495:1938436 483.01779:533152 483.06311:225036 484.01111:317407 484.06665:177275 486.10925:568122,59.01195:5741 72.18766:6262 74.15727:5912 79.95638:192049 80.964:144432 93.99449:11531 96.23705:5725 110.97393:9480 123.04276:16772 159.05461:9298 206.10899:7108 223.01894:15187 267.96198:8122 282.98566:13305 309.03378:10636 320.04764:12115 321.06015:18215 372.99631:46050 388.02182:28257 392.01254:23059 402.0206:17533 403.03171:14866 404.9881:9019 418.05896:16695 446.02087:5981 465.98285:15515 466.99557:295257 482.013:622960
15315,Unknown,7516,17.32118,17.54292,17.70007,254.9294,6704224.5,31745632,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,110.8689,254.9294:1713398 254.97292:416337 255.04437:176544 255.16026:2022207 255.2327:1040827 255.99352:183004 256.03812:618283 256.16357:358064 256.92554:1181933 257.06033:375848 257.1395:340944 258.03549:221068 258.92334:303605 259.15466:315901,53.94608:7632 59.01238:7107 60.23677:6245 71.34404:6758 73.4853:6315 79.95583:19529 81.03259:7502 81.91073:6606 117.22497:7508 166.99016:17116 167.0864:10913 177.12711:8484 183.97142:462084 191.14204:26567 193.15816:292832 203.68604:7794 210.9819:38038 211.07771:27034 211.11263:8690 211.17058:84507 226.97853:11678 228.9931:732499 237.14854:92663 254.93161:11593 254.97346:72829 255.02429:12296 255.04749:13338 255.15956:734807 255.23268:349112
15337,Unknown,7520,17.41797,17.55183,17.70883,301.0304,12743778,57261384,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,41.97477,300.97833:186988 301.03036:3658366 301.08484:492362 301.14441:560836 301.16663:231262 302.03354:391819 302.90796:272267 303.04425:278982 303.08179:181959 303.16061:507034 303.18188:3044580 304.18457:511749 305.01526:413521 305.17575:339603,59.01238:12849 68.99458:271316 72.99187:5536 75.00705:9224 79.95592:31656 80.96345:13949 86.02298:5656 87.04376:12457 91.41018:6147 96.95834:8375 101.02276:5051 135.04385:36244 137.03941:39997 151.55115:4899 169.04152:37915 172.01509:4971 174.95824:6182 175.9679:19943 187.0361:739253 188.67719:6890 193.0257:14255 208.76414:5089 212.98703:12279 213.03127:18189 221.15427:7588 229.12459:7733 231.02782:796945 239.14606:14800 257.0408:97449 257.15396:43251 281.09872:7525 300.91672:11104 301.03033:83680 301.08032:41919 301.10992:22002 301.14014:61243 301.19913:9073
15340,Unknown,7520,17.42683,17.55183,17.66557,315.0681,28984554,146366688,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,167.3074,315.06815:8663763 315.10764:178558 315.16071:446809 315.1806:311623 316.05948:9021121 316.07147:1032104 317.06262:1291828 317.1763:254602 317.1965:2024768 318.05688:2957079 318.20078:334943 318.96124:215904 319.05984:525414 319.15448:324672 319.19232:171123,53.02197:6172 75.00766:9137 76.34509:6584 78.58755:6721 79.95576:229502 80.57651:6359 80.96415:1738383 116.16917:7007 121.5509:6190 136.04045:12992 146.64948:6304 147.83743:6115 185.00746:24778 213.03421:11549 214.04008:37142 221.92365:7196 229.06448:31925 243.08052:18032 253.18019:11134 271.13943:8400 271.16907:25814 297.09656:13950 297.17429:9213 315.06729:1891969 315.16232:59641
15346,Unknown,7524,17.36642,17.56073,17.66557,189.9823,29174404,169963856,,[M-H]-,M + 0,found in higher mz's MsMs_15352,,,,,,,999,FALSE,FALSE,FALSE,,,,,,246.7403,189.9823:8265200 190.98582:614717 191.1068:188559 191.97932:4968195 192.98294:459354 193.97652:813524,59.01238:24125 59.39086:3268 66.68478:3495 70.94449:5138 76.90623:3689 79.95583:4254 87.52486:3855 90.03332:14502 90.87457:3583 109.25876:4034 110.21059:5073 133.70657:4321 147.96883:4022 148.97607:4847 154.00505:39570 162.95488:6341 172.01509:9674 175.02632:6811 189.98186:489086 190.0511:69909 190.0862:14099
15352,Unknown,7524,17.39193,17.56073,17.67408,261.968,15196396,84823968,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,202.9807,261.96802:4135812 262.00427:449916 262.97134:338022 263.02594:272940 263.12915:350128 263.16559:187538 263.96512:2335086 264.00986:224052 264.97067:202806 265.14447:734283 265.96246:351320,65.00151:8075 70.94448:6629 79.95583:14287 154.00476:26956 189.98187:1028414 204.96867:13535 211.00212:9751 213.86539:5496 218.00035:11759 219.9953:7108 232.03033:5690 240.59076:5314 246.98044:49141 262.00552:19103 262.11417:11854 262.15039:20266
15366,Unknown,7528,17.26837,17.56937,17.70007,285.1115,12694889,66542100,,[M-H]-,M + 0,similar chromatogram in higher mz_15370; similar chromatogram in higher mz_15380,,,,,,,999,FALSE,FALSE,FALSE,,,,,,131.6246,284.96658:1121553 285.09097:651874 285.11151:3449361 285.17087:2287456 286.11563:630947 286.17389:444609 287.18671:5350466 288.00208:173655 288.18976:806834 289.06662:144692 289.09109:161794 289.14471:354464 289.16559:2292220 289.20187:288393 289.9989:569122,63.96126:171886 64.96873:433488 65.99741:107873 75.00705:80570 79.95643:124799 79.96735:19807 86.2915:22763 95.01223:26489 100.96884:20064 106.02837:62403 108.04385:29913 110.02316:87627 117.02117:143405 118.02901:117326 120.00822:110701 122.02317:571629 124.03909:85740 133.01611:410266 134.02444:99961 136.04254:975974 137.0103:49824 137.04681:96634 138.01825:67436 142.59196:22702 149.0468:93783 165.04245:27926 169.99004:1336331 180.98373:466885 181.99017:498460 197.98526:89908 219.77881:23471 223.17062:31658 224.34526:25008 225.03253:386528 227.0851:128897 227.16351:63721 241.17934:112548 242.07378:1543925 253.06578:1223945 253.70065:24669 257.09961:26403 285.09235:1881099 285.17047:369116
15370,Unknown,7528,17.41797,17.56937,17.75278,316.0595,34066764,235945936,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,115.7638,316.05948:8910981 316.0715:320709 317.06259:1462689 317.19644:2621275 318.05695:2536217 318.20081:514629 319.05991:336685 319.15588:442202 320.06229:175349,57.0333:271590 59.01241:118784 79.95639:48654 80.96397:203406 85.02803:158887 87.00723:80343 101.0233:58317 155.98549:58075 166.97583:24368 171.00778:261410 182.00142:20191 182.9718:83969 186.03136:146104 197.99615:165893 208.01657:9794 209.99695:20213 213.01947:15498 224.01083:86700 225.99249:17046 228.04288:9157 238.81317:9986 239.03384:19903 241.01605:18767 254.05736:58980 256.03931:1336922 270.05447:41449 316.06644:290391 316.11441:40947 316.16238:15858
15378,Unknown,7532,17.4903,17.57847,17.76155,307.0757,30064738,210413712,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,103.2467,307.06424:264464 307.07565:7738439 307.15491:1957558 307.19061:286933 308.08014:1214779 308.15805:405103 308.19397:160232 309.07193:637168 309.13525:167385 309.17004:477328 310.07565:145387 311.07761:294361 311.15048:169659 311.18692:455515,63.55862:10220 70.90369:11033 75.00643:11699 79.95515:95686 80.96276:44953 80.9669:15431 87.30624:10350 91.04077:29809 92.04848:37608 93.03214:17130 96.95834:18818 107.03582:22987 110.02206:48269 121.06428:12032 123.07642:11370 136.03983:191455 138.01825:13753 152.03362:51727 153.99677:63127 158.00011:13064 159.00323:12561 161.07715:31546 167.05977:12983 176.39821:10763 182.76302:11545 185.07193:18542 186.05493:24119 195.05629:154307 196.03914:23890 197.04805:90208 200.00102:101756 212.05844:20900 213.06677:1963910 227.11806:11443 247.01714:12454 249.14783:394640 263.16379:34726 277.02991:158433 291.01352:14701 292.05154:346701 307.07498:1132388 307.15643:212027 307.1922:130599
15391,Unknown,7540,17.4903,17.5963,17.73488,217.1258,27671802,192181488,,[M-2H]2-,M + 0,similar chromatogram in higher mz_15421; similar chromatogram in higher mz_15425,,,,,,,999,FALSE,FALSE,FALSE,,,,,,457.271,217.00233:808636 217.09007:3687332 217.12578:7880038 217.6273:2090959 217.978:224847 218.09326:332796 218.1284:205280 219.17485:16529417 220.05312:227530 220.17848:2267374 221.18211:208408 222.07794:169442,59.01195:176770 72.99129:82871 79.95628:4055801 80.96394:3637792 91.40273:37966 101.02276:77378 157.07552:39189 174.99117:69840 217.09038:8461744
15401,Unknown,7540,17.56937,17.5963,18.16885,619.056,10822188,135804800,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,357.8168,619.05603:3337974 620.05762:750212 621.05457:2303341 622.05884:574486 623.05261:496822,55.19398:6585 63.31613:6758 68.99019:6868 69.03261:23695 71.12904:6155 79.95624:66403 80.96394:109892 83.01301:6860 83.04889:21010 88.20683:6505 93.03359:57690 95.01223:12988 95.04868:249656 96.01982:12574 96.95834:19878 97.02811:11127 98.03578:11811 104.0748:7416 111.04441:68537 113.05906:592500 124.62556:6606 131.37509:7750 137.02248:15793 139.0394:63000 155.98515:9235 157.38406:6984 171.00781:53626 186.03087:26688 228.04288:11631 250.02707:9576 264.04062:13194 265.99252:18594 266.05838:21838 268.0369:18220 280.07306:35982 282.05328:20755 284.06787:10293 306.05145:19341 308.03656:8680 308.06732:9679 309.03894:15066 310.04724:33300 324.06583:116632 326.07779:148093 350.04221:12748 351.05069:27663 352.05704:170254 388.03098:29152 439.159:8521 446.01193:11011 479.07538:27749 488.72699:8190 493.09082:27223 508.52325:8157 519.07159:76784 521.08557:27783 536.35071:8270 537.08179:48446 539.09442:114258 557.05444:9707 610.22595:8028 614.79822:8707 619.05542:68349
15406,Unknown,7544,17.32118,17.60525,17.75278,201.9285,42814132,264130624,,[M-H]-,M + 0,similar chromatogram in higher mz_15391; similar chromatogram in higher mz_15395; similar chromatogram in higher mz_15397; found in higher mz's MsMs_15431,,,,,,,999,FALSE,FALSE,FALSE,,,,,,341.0692,201.92851:11433436 201.96391:375176 202.93188:736860 203.92529:7867196 203.98878:293134 204.92885:741123 205.15926:463674 205.92249:1327492,56.77713:7872 57.97457:181728 64.15978:9300 74.62405:9052 77.09914:9689 78.11002:9338 79.08551:10714 84.97695:12176 89.45915:9427 126.03487:10332 129.97386:22455 135.98029:10816 136.69144:13535 153.513:13944 165.9516:74615 201.9274:1311071 201.96275:68976
15408,Unknown,7544,17.50797,17.60525,17.85983,268.0762,42408872,291828416,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,482.0722,268.0762:11756885 268.16364:469571 269.0603:4718038 269.07935:1357472 269.17566:700849 270.06363:662975 270.07202:387579 271.05557:246807 271.07568:404164 271.91156:469378 272.98428:219057 273.01105:551122,65.01294:42228 65.99649:56402 67.02855:16004 67.42904:16546 76.94654:19685 79.95583:46367 80.88198:17850 81.97898:19254 91.41019:27009 93.00747:26239 95.01224:20538 97.99897:40840 98.09474:19582 107.02322:18650 108.00765:24173 109.01544:36731 119.02346:53996 123.00706:194845 132.0321:510555 135.01874:393015 147.01909:39884 148.02687:91800 163.01408:52460 195.99457:133533 206.16234:20828 209.55603:18248 211.85358:20168 222.50491:19085 268.07443:1525015 268.16138:154817
15412,Unknown,7544,17.46352,17.60525,17.74373,351.0442,563855296,2850485760,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,1145.303,350.86951:258769 351.04416:154623264 351.18149:732815 352.04761:16165656 352.18228:237906 353.05051:1340861 353.14337:298130 353.16068:586465 353.1969:277600 354.02151:378915 355.08057:18202698 355.21228:412790,52.24691:95295 53.94797:94546 59.0098:117853 59.88095:96954 63.97058:110368 64.75813:99179 67.38442:105690 82.55934:107344 83.87698:119242 91.40439:109532 128.95393:136149 137.81854:118130 167.01086:655516 180.5937:115695 187.01672:1582733 207.02428:2477354 210.99922:117590 227.03047:2040362 231.00792:301682 240.10304:118637 241.72388:139954 243.27838:117363 247.0354:1020718 251.01178:549095 267.04126:905632 271.02115:1034648 291.02765:403236 310.30011:122827 311.03195:633060 331.0372:1364023 351.04453:2827527
15415,Unknown,7544,17.48157,17.60525,17.74373,355.0806,65117148,387138848,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,271.524,355.08057:18202698 355.21228:412790 356.08362:2489660 357.0769:949337 357.13614:287508 357.16977:284169 359.1499:329230,56.5288:14173 59.01238:20498 65.24625:13019 79.95628:665458 80.96394:429819 83.68349:13484 98.13068:16721 98.92752:13749 104.13928:13010 135.37918:15422 191.08691:40649 211.09227:36867 231.10118:36675 293.21072:22670 315.06702:47295 335.07318:243857 355.08405:2719447 355.21103:67064
15419,Unknown,7544,17.4993,17.60525,17.72618,379.0757,14503559,68197864,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,83.94984,379.07562:4278383 379.15778:234379 379.17703:266203 380.08017:673898 381.19144:390040 383.17215:195418,56.97894:6615 59.01237:31474 67.76112:4767 67.86599:4735 72.99129:8027 73.02797:8690 73.803:5472 75.00705:7778 79.95622:42399 80.96392:26484 117.62325:5005 131.2923:4666 143.02902:8045 155.02872:23330 167.0311:5823 171.00952:5798 171.02437:17188 172.22499:5311 175.03519:60792 191.02931:13042 195.04347:64583 199.0192:32111 211.037:7174 215.04813:126734 219.02641:104253 227.04991:5892 235.05663:14509 239.03365:63494 255.06311:32323 259.03848:43162 279.04456:59773 295.07187:7745 299.04861:108080 317.21008:8217 319.05612:126349 335.03815:6134 335.18942:8990 339.06384:102725 344.40271:5921 359.07059:36454 379.01987:20892 379.07587:107253 379.15988:70226
15431,Unknown,7548,17.48157,17.614,17.72618,201.9639,2020653,13094118,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,16.50278,201.92854:11593271 201.96393:551803 202.93187:647291 202.98663:295821 203.92531:7318187 203.9888:443894 204.92883:564437 205.15927:264230 205.92252:1093904,56.77713:7872 57.97457:181728 64.15978:9300 74.62405:9052 77.09914:9689 78.11002:9338 79.08551:10714 84.97695:12176 89.45915:9427 126.03487:10332 129.97386:22455 135.98029:10816 136.69144:13535 153.513:13944 165.9516:74615 201.9274:1311071 201.96275:68976
15437,Unknown,7548,17.54292,17.614,17.70883,331.0388,3945788,18828898,,[M-H]-,M + 0,found in higher mz's MsMs_15412,,,,,,,999,FALSE,FALSE,FALSE,,,,,,13.98624,331.03876:1248458 331.06311:4932637 331.07584:771416 331.15585:224852 331.19138:633922 331.21298:764076 332.04501:168492 332.06622:646861 333.07904:7713351 333.17139:657765 333.22894:185556 334.08142:982424 334.95642:210782 335.07422:238721,57.03323:12607 59.01238:15268 60.46758:7542 72.99187:16780 75.00705:15647 79.95583:298820 80.96411:872686 81.95222:8600 82.95995:10827 101.02276:21931 149.98317:6115 163.07529:6270 167.01062:27076 183.17618:7288 187.0166:55736 187.07491:6413 201.57401:6082 207.02425:57998 211.17082:8064 227.03043:26741 229.18053:16603 230.03853:7336 231.00789:10970 243.17761:7372 247.03555:14570 251.01242:27876 261.5997:6804 267.04074:12512 267.17322:12192 269.15164:8541 269.21448:8991 271.02127:36261 273.20599:31243 285.05588:10381 285.18829:14458 287.16275:17073 287.20428:24488 311.05951:74987 313.14505:9229 313.20505:46699 316.05063:140290 331.06589:1114372 331.19183:102258
15443,Unknown,7552,17.3748,17.6231,17.73488,195.1128,40823408,455107584,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,213.4266,195.11278:12479009 195.13863:192994 195.61395:2981402 196.11572:281645 197.08116:176493 197.1179:420731 198.03194:290759 198.06961:250400 199.1335:1682855 199.96701:1311263 200.06422:947096,53.92204:5225 59.01238:12704 59.98349:7292 72.99178:88983 73.02798:9649 75.00706:16926 79.95583:16198 88.32954:5471 101.02325:124936 118.87457:5304 119.03331:7008 130.99031:13904 145.04903:19826 162.02954:5952 183.13858:17013 189.07605:20372 194.9167:6202 195.05875:11279 195.11504:32592 195.13887:11189
15448,Unknown,7552,17.46352,17.6231,17.66557,228.0696,21589834,120267320,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,207.9317,228.06956:7135059 228.13164:172385 229.03799:447218 229.07335:865156 229.14406:259087 229.97787:171464 230.98598:330927 231.10173:273141 231.99318:156120,64.54365:4304 78.95763:67555 79.95584:433321 80.96414:5070 81.95152:7262 82.00433:5434 91.41018:4537 92.02552:25468 93.033:8765 95.01228:31837 98.7737:5280 102.78085:4838 108.02039:720306 113.82991:4556 150.97942:4756 155.98705:331450 156.99524:14109 184.14172:9960 212.11703:6013 214.02531:33670 214.52545:16489 227.52812:34498 228.02654:30162 228.06891:654662 228.14948:22419 228.16705:9888 228.52705:13166
15453,Unknown,7552,17.36642,17.6231,17.78923,313.0527,18581202,123473472,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,43.99873,313.05273:6422052 313.11182:504093 313.14468:357333 313.16571:297580 314.05658:1077993 315.04807:319759 315.06845:1133093 315.16064:462496 315.18185:211594 316.05954:4390294 316.09805:347626 317.06284:669369 317.10123:292068 317.13873:365966 317.17621:393833 317.19632:3992518,53.94721:5715 57.03323:5092 59.01238:10706 64.96921:7089 73.47095:5226 79.95584:861598 80.96414:18440 81.95152:5831 159.9718:5134 182.98586:7599 183.01125:85496 199.07039:6325 201.40581:4601 207.06656:5816 268.98419:7731 269.12234:27080 276.96967:7360 295.10068:18376 295.19208:5260 306.13272:5531 313.05057:1084225 313.11203:480923 313.20285:20487
15474,Unknown,7560,17.55183,17.64045,17.76155,269.0603,23129672,161281504,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,200.3553,268.97574:675158 269.06018:6382058 269.0799:600627 269.13977:172768 269.17538:392881 269.47827:169657 270.06351:704760 270.07193:270444 270.09085:200916 271.05545:218629 271.0755:498889 271.15494:162099 271.91144:265783 273.01093:317779 273.02054:158820 273.15002:168244 273.17035:388639 273.89017:1809964 273.90799:446081 274.00412:142494,59.01238:7200 65.01294:7360 65.99693:58128 66.00971:5752 68.01205:18644 68.99671:10342 76.98753:6168 79.95628:36801 81.02014:8649 84.00755:7323 92.01247:6767 94.004:8735 96.95834:16534 97.99897:12267 108.00764:21842 109.01596:46817 123.0082:68819 124.01028:13943 132.03177:31921 133.01598:208558 133.03499:42764 134.02388:8051 135.01863:46743 136.00336:143336 136.02315:37496 137.52284:6217 148.02687:8161 149.01099:49809 149.02954:13353 163.99767:10462 164.01759:7129 175.92805:5628 195.99489:8888 196.97763:111835 196.99811:20754 197.98526:9265 205.23891:6301 207.17418:29231 225.18585:7939 249.11089:16773 251.16716:23219 261.52347:6300 269.05954:868368 269.1391:13991 269.17691:143358 269.24802:17870
15493,Unknown,7572,17.47255,17.66557,17.88602,331.0631,57749640,356865696,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,236.1259,331.06311:13565674 331.07587:1596936 331.15588:364918 331.19162:332899 332.06659:1449166 332.0795:344210 332.15845:192583 333.05984:684249 333.07907:19549438 333.1716:772900 333.1915:176520 334.0834:2304554 335.07425:712016 335.18628:403132,52.80439:15747 79.95583:630402 80.96413:1372076 80.98349:19129 83.86313:15959 120.46136:19034 135.41205:17085 251.08412:19163 252.09093:26819 287.16275:28680 287.19968:17968 311.0545:109600 315.04581:27023 316.05179:546967 331.06607:2204336 331.18613:56153
15495,Unknown,7572,17.58748,17.66557,17.89498,333.0791,81506096,499844416,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,765.4252,333.05984:684249 333.07907:19549438 333.1716:772900 333.1915:176520 334.0834:2304554 335.07425:712016 335.18628:403132 337.16672:246277 338.04337:332004,52.28849:7068 57.03282:8796 59.01195:28184 69.1399:7372 71.04832:17224 72.99128:10583 79.35972:7596 79.95626:889252 80.96394:377952 81.95152:16087 82.95992:50068 83.04817:8972 92.36172:9283 95.38666:9645 96.95834:8577 99.78703:8045 101.02276:11790 113.00619:7926 135.08086:13828 159.81264:10839 245.18985:9403 265.35999:8915 271.16907:15535 289.14844:17653 289.18109:47183 333.08063:2738956 333.23508:84014
15505,Unknown,7576,17.50797,17.67408,17.91268,168.9886,19310768,91050864,,[M-H]-,M + 0,found in higher mz's MsMs_15525; found in higher mz's MsMs_15524; found in higher mz's MsMs_15521; found in higher mz's MsMs_15509,,,,,,,999,FALSE,FALSE,FALSE,,,,,,95.08223,168.98857:5772630 169.99152:181052 171.10164:215016 173.07095:286517 173.09909:3655213 173.60126:469737,53.16619:6650 54.20028:6504 88.66039:8437 89.54509:7895 111.05937:8406 121.7571:7476 124.37786:7730 149.66835:9144 168.98917:169117
15506,Unknown,7576,17.57847,17.67408,17.79832,217.0901,106585704,606959232,,[M-H]-,M + 0,found in higher mz's MsMs_15513,,,,,,,999,FALSE,FALSE,FALSE,,,,,,987.679,217.00296:391783 217.06436:283766 217.09015:28581220 217.12575:1919547 217.62738:267190 218.09332:3228766 219.03262:156152 219.08568:1575250 219.17491:18661082 220.05312:231092 220.17848:3015716 221.11818:630343 221.18134:229228,59.01195:176770 72.99129:82871 79.95628:4055801 80.96394:3637792 91.40273:37966 101.02276:77378 157.07552:39189 174.99117:69840 217.09038:8461744
15509,Unknown,7576,17.40072,17.67408,17.78923,246.981,20763392,100957328,,[M-2H]2-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,109.2815,246.98097:6767928 247.13388:572295 247.48251:688458 249.14978:451510 251.12914:409242 251.16501:226559,50.12823:6845 55.75676:7292 60.46133:7456 62.76731:6246 68.994:12319 69.17427:6885 71.06763:7965 79.95644:34758 92.99446:57545 96.50895:7819 97.06528:8174 109.2371:7649 110.17767:8030 114.90296:6942 118.99185:360617 120.43503:6817 121.06429:7555 130.45163:8658 133.14087:8965 135.21051:7953 139.19768:7046 141.65506:6880 147.07997:9735 149.16078:7580 150.53699:7674 156.24232:8122 162.98053:11742 168.98985:47575 172.4138:8720 175.94356:12867 180.98819:42105 200.30156:7718 203.14395:25195 230.98402:42793 242.98654:46800 247.04292:17823 247.13547:92093 247.17188:9307
15511,Unknown,7576,17.53407,17.67408,17.97473,258.9806,35338856,168919760,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,522.0516,258.98062:10284901 259.08438:213960 259.1546:222194 259.98361:496018 260.9415:344967 261.0545:112233712 261.11252:195151 261.17056:326123 261.96802:450180 261.98611:407092 262.05753:14743835 263.06046:806539 263.12912:412309 263.96506:370637,75.00748:67116 79.95583:23870 80.96345:20176 91.40355:11569 123.00781:23905 124.01028:39047 187.96634:40424 192.98781:748981 230.98459:43795 232.98802:60900 244.06168:60382 258.98282:3264519 259.15427:55214
15513,Unknown,7576,17.33025,17.67408,17.89498,261.0545,427617344,2414930176,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,3638.968,260.9415:344967 261.0545:112233712 261.11252:195151 261.17056:326123 261.96802:450180 261.98611:407092 262.05753:14743835 263.06046:806539 263.12912:412309 263.96506:370637 265.1445:705105,56.34983:44539 62.98749:405863 66.84:41417 84.55354:55153 117.26831:52549 132.80199:57516 137.03917:287616 148.49947:55606 157.04582:1014936 177.05125:778048 197.05841:10397832 217.06311:6523220 217.16321:51887 235.07375:531636 241.04776:1161559 241.11191:60419 256.93549:56692 261.05481:9153024
15517,Unknown,7576,17.56073,17.67408,17.98383,308.978,33184840,156710496,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,585.5898,308.97803:10376080 309.13525:347624 309.16992:575009 309.98157:875369 311.07761:272843 311.18692:266852 313.0528:1017533 313.11188:238735,71.26923:10835 76.77781:10597 79.95583:32550 80.96345:23079 91.40438:23091 92.99437:384136 96.95834:23972 97.38262:11175 114.01559:12917 147.07997:19873 153.58699:12960 189.05632:12658 214.65367:11956 229.12131:12729 242.98717:391800 245.30643:17358 247.13503:14692 263.15976:17462 265.17969:23779 306.58029:13301 308.97711:3192131 309.16895:145809
15521,Unknown,7576,17.4903,17.67408,17.77133,430.9735,60435584,286002208,,[M-H]-,M + 0,found in higher mz's MsMs_15527; found in higher mz's MsMs_15525; found in higher mz's MsMs_15524,,,,,,,999,FALSE,FALSE,FALSE,,,,,,456.8141,430.97351:17246010 431.97681:1505362 433.24396:464101 434.06622:228806 435.26105:3734746,65.90759:17170 68.994:84921 70.4719:17384 79.95583:29249 80.96346:26888 113.76774:20766 118.99197:1035396 142.64528:20234 162.98053:22461 168.98761:998337 180.98895:123280 192.14102:20349 224.0746:20395 230.98517:373764 280.98288:102361 292.9826:101287 306.03622:21280 311.98148:66696 361.9801:132816 377.72144:20935 430.974:2376988 431.23712:30159
15524,Unknown,7576,17.45445,17.67408,17.78038,474.9641,19676866,94081848,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,135.8545,474.96411:5286286 475.9671:452291 479.28595:1201709,52.16963:7391 53.03956:5640 60.25674:7037 68.994:27254 71.05343:6817 79.95583:30699 80.6328:6792 80.96346:18759 86.08887:6543 91.41019:14028 106.76221:8194 118.99181:207807 130.99031:25458 159.22789:8697 168.44669:8384 168.98944:137126 180.98798:29208 192.98756:10109 193.19624:8436 209.18823:8850 227.02721:9050 230.98454:159718 280.98068:38137 342.98248:22697 408.96783:45336 430.97229:83018 460.61081:9306 474.9624:60995
15525,Unknown,7576,17.43708,17.67408,17.78038,538.9604,83944024,414813792,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,1502.398,538.96045:20960314 539.96198:2445232 540.96277:235360,68.99454:64048 79.8989:33864 82.22453:31778 85.91941:37876 117.39731:38260 118.99182:943176 130.99031:103611 168.9894:1198992 180.98756:176248 185.27748:36322 204.94641:40835 218.98674:58995 230.98465:1152987 268.98422:94949 280.98251:1179563 292.9823:68955 361.97998:44838 430.97372:865613 538.96179:182496
15527,Unknown,7576,17.42683,17.67408,17.78923,560.94,46635240,245546864,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,483.3026,560.94:11779267 561.94635:1581624,60.98598:2611479 60.98873:123416 68.994:27659 71.20592:12190 78.42197:11340 79.95583:14636 80.96345:20527 82.79536:16386 108.10567:12668 118.99182:327778 168.98956:257598 180.98796:43816 183.93333:14167 185.87694:15345 204.19432:13228 230.98448:160111 251.17848:15273 270.15546:13707 280.98254:17360 292.98227:27936 311.98148:24372 361.97995:16814 430.9736:413051 474.96555:136579 560.94049:21880
15542,Unknown,7580,17.57847,17.6828,17.98383,325.9997,38516936,284885184,,[M-H]-,M + 1,isotope of 15559,,,,,,,999,FALSE,FALSE,FALSE,,,,,,128.7757,325.99973:11098616 326.08047:1051006 326.9942:11457497 327.08258:239008 327.12817:829040 327.15976:419883 327.18079:428065 327.99768:1932200 328.07794:448936 328.93213:529685 329.04108:485363 329.08069:239916 329.1756:1523742 329.19678:3063646 330.17908:202662 330.2001:698840 330.93008:415118,64.56924:9077 79.95583:21837 80.96346:20506 83.04817:14772 87.47284:10920 87.52252:8824 91.40356:19800 92.04848:14007 93.05173:9788 130.01183:8488 132.55992:8779 161.96892:13635 162.97264:9071 193.69131:9824 208.05928:29043 211.04573:23627 212.0526:29276 217.02367:23085 219.02055:28994 227.99716:15280 243.03383:17423 244.03648:214367 245.02971:16413 245.99298:22302 246.03416:184998 281.00488:37207 282.00903:498539 294.05545:29939 326.00003:359444 326.09921:27055 326.11038:95337 326.17313:15064
