PeakID,Title,Scans,RT left(min),RT (min),RT right (min),Precursor m/z,Height,Area,Model masses,Adduct,Isotope,Comment,Reference RT,Reference m/z,Formula,Ontology,InChIKey,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,RT similarity,Dot product,Reverse dot product,Fragment presence %,Total score,S/N,MS1 isotopes,MSMS spectrum
1,Unknown,15,0.00595,0.05748333,0.0859,365.9739,1537891.375,6806356.5,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,4.393064,365.97391:389738 366.97699:29129 367.35739:38727 368.97733:274732 369.97922:20964,56.6819:4711 63.37304:4142 71.68017:4789 79.51485:4470 84.98885:8949 102.93521:5830 113.86909:5026 159.74561:4954 178.14888:4589 230.98462:6584 272.74301:5652
14,Unknown,327,0.9171166,0.9558833,1.07045,232.0947,1910684.5,10196979,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,17.64002,232.09465:491691 232.1701:29687 233.10335:190255 233.11838:29274 233.15465:2116122 234.10645:14590 234.14893:14840 234.15741:286804 234.98033:30928 235.06149:14858 235.13329:312913 235.17007:2676691 236.1412:406883 236.17363:390951,64.27693:3793 81.03329:4535 83.04859:21958 83.05321:3979 97.20695:3723 145.04904:4315 194.13954:3984 218.53563:4292 232.14438:5209 232.16786:6561
46,Unknown,346,0.9321667,1.012617,1.110583,249.0403,17804660,40783128,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,162.1064,248.58244:116256 248.90079:54961 248.93317:43999 248.93968:22477 249.03372:140305 249.04025:16673616 249.11394:38532 249.14378:20210 249.15311:81529 249.18668:48232 249.57982:18702 249.90826:202182 249.95798:31206 249.97853:161643 250.04424:1735936 250.06203:31675 250.15794:64541 250.97592:23833 251.03618:610675 251.04608:92128 251.07495:22016 251.09288:30833 251.12968:63133 251.16539:70291 252.03995:100392 252.88747:47666 252.94852:25085 252.99335:23655 253.02962:19283 253.05443:28929 253.09076:177585 253.14487:98757 253.18143:23685 253.91956:23384 254.0136:26920,77.57391:4262 79.95632:26227 80.96346:11648 96.95835:4186 133.81369:4360 191.285:4927 201.99815:4760 209.02763:16922 212.97232:4417 219.17436:8876 229.03159:20954 235.16948:15414 249.03969:114967 249.15193:13432 249.18541:26919
59,Unknown,346,0.9829333,1.012617,1.10455,346.9758,2973989,9491661,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,32.96011,346.93451:47176 346.96362:91380 346.9758:2655094 347.05865:39949 347.09467:60383 347.13379:30773 347.15067:32509 347.17059:52910 347.18747:47497 347.20886:817005 347.96957:145569 347.97882:188677 348.21124:142121 348.97992:33384 349.07425:21883 349.11136:42180 349.1485:32759 349.16696:72344 349.18716:30678 349.20264:48958 350.11581:19499 350.93591:55484 350.94839:32072 350.99518:37867 351.04501:509027 351.09219:58843 351.12619:30380 351.18243:110631 351.21826:25958,52.05759:1096 59.01239:1793 67.08376:883 70.39845:888 71.43043:823 75.00706:1794 77.10684:830 79.95625:23673 80.96394:13591 81.95083:902 82.95852:1071 96.95835:3579 98.7523:1016 101.02277:1944 130.99031:3823 168.98712:2949 180.9881:11719 200.00343:1472 200.98627:1412 201.99269:2004 203.00122:1573 216.03242:1539 222.97473:1221 230.98462:8073 233.90894:1046 254.0191:1181 280.98254:36196 289.20444:1385 329.19437:3426 346.97488:23460 347.20923:10526
68,Unknown,350,0.94115,1.021233,1.121733,189.9786,4657714.5,15928514,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,35.75937,189.96379:23390 189.97864:1277170 190.96417:24963 190.98232:34496 191.95859:20266 192.95827:45505 193.06128:24677 193.08672:37154 193.97218:48506 194.9276:150897 194.95473:19329,56.57398:3669 59.01232:33043 59.82079:3684 73.97289:3537 75.01876:3496 75.66759:3225 76.85572:3553 77.57197:3478 79.95583:10865 130.66104:3800 147.96712:14368 162.9549:6400 184.32201:4285 189.97937:8485 189.99924:7739
69,Unknown,350,0.9829333,1.021233,1.110583,217.0023,9748546,34158452,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,32.62389,216.90919:141873 216.96524:32239 217.00233:2430008 217.10777:43312 218.00621:158508 218.16748:218040 218.98592:94464 219.00667:25319 219.17503:12794207 219.26204:36397 220.14619:346553 220.17865:1990172 220.99522:33927 221.11758:19454 221.14931:67346 221.18161:115530 221.9832:23261,53.17134:3726 56.43017:3910 59.0124:164207 60.00201:4521 62.39215:3637 79.95638:31901 80.96346:13330 83.0489:6344 98.33292:4222 120.23595:3574 174.99127:54720 189.69655:3727 200.98627:7313 201.99271:5847 217.00247:56080
83,Unknown,391,1.021233,1.136483,1.265367,142.9803,851685.9375,6552999,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,8.527388,142.98045:276391 143.03473:24788 143.07091:72268 143.10742:171532 143.48216:15331 143.90115:16504 143.97836:22057 143.98833:5605 144.1105:13043 144.90878:32138 144.96922:13487 144.99165:42273 144.99606:104929 145.01393:7210 145.02925:7096 145.0504:21162 145.08643:12822 145.49754:14219 145.96768:13922 145.99403:8677 146.02454:49985 146.9752:33192 146.98116:13379 146.98676:16543 147.01167:17186 147.04498:5873 147.47293:42736 147.50778:7315,57.33429:2810 58.57156:2838 59.98217:2927 59.98526:3283 79.95631:41678 80.77721:2931 84.62956:3134 97.06438:4342 103.98624:3048 117.7504:3463 142.97902:15715 143.06961:4149 143.10736:33544
145,Unknown,400,1.050117,1.161833,1.305417,231.9923,1922547,10270195,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,13.72776,231.93199:28127 231.94791:12503 231.99228:706241 232.00906:23663 232.0627:11737 232.47484:13498 232.50258:15252 232.94287:17196 232.95888:31638 232.96985:10352 232.97659:66562 232.99092:12301 232.99574:43548 233.01285:11844 233.10397:22486 233.13603:10017 233.1554:386341 233.48335:16918 233.49266:17773 233.64247:23823 233.92882:42355 233.94508:21054 233.95442:12566 233.96629:16735 233.98837:30057 233.99728:31534 234.00766:88838 234.02487:12757 234.15816:44526 234.47289:17572 234.48991:22503 234.88799:108299 234.94354:11403 234.96574:11460 234.976:13702 234.99222:326121 235.13408:26622 235.17085:92220 235.45845:12015 235.48073:12302 235.50215:16413 235.95528:11060 235.98689:36130 235.9949:33251 236.02405:12883 236.17374:17036 236.48732:18981 236.50026:16535 236.88533:79426 236.90338:114923 236.94502:9546 236.95367:20183 236.9709:54810,55.01706:3143 66.03355:8859 66.53422:866 79.95626:63868 80.04881:4583 80.96395:45487 81.95152:2265 90.03331:1937 96.95882:57273 99.92426:2097 100.28239:1056 106.97913:3510 108.04435:83415 109.0284:1128 110.02345:6761 118.02842:1032 122.25687:941 124.0391:3836 136.03896:1430 142.98036:2666 149.98492:1698 152.03394:25451 160.00444:1483 160.039:1375 188.00078:16312 188.07149:1280 191.96431:1111 200.00075:2083 200.98625:1249 201.00789:1076 211.99988:1021 213.98112:2178 216.03242:1217 216.9812:2113 217.00243:1908 227.99716:1024 231.98961:18095 232.02698:2027
177,Unknown,414,1.129867,1.197967,1.265367,201.0252,1858573.75,5047169.5,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,16.51217,200.92653:47552 200.98589:105056 201.00998:76577 201.02516:841422 201.14891:12978 201.80194:25544 201.88898:18766 201.98152:14621 201.98969:12279 201.99358:123926 202.01759:65726 202.02577:80787 202.24861:13175 202.49162:28766 202.91454:31547 202.98718:3515228 203.00099:82507 203.02304:85508 203.47705:19094 203.88097:29690 203.98268:172917 203.99052:198901 203.99561:16719 204.98062:91306 204.98856:124339 205.01292:16908 205.15977:142325 205.45154:80811 205.49055:44354 205.97406:19702 205.99649:15643,59.01239:238798 61.23203:3802 76.14556:3580 79.95638:47876 80.96388:23538 91.45248:3521 93.033:10322 100.15964:3823 109.02875:20999 137.02249:4540 157.03445:14910 159.01276:11869 167.90472:5787 200.98729:23593 201.00789:21367 201.02411:30555 201.14853:5340
182,Unknown,417,1.145517,1.205317,1.287567,174.992,983890.125,3780808.75,,[M-H]-,M + 0,found in higher mz's MsMs_194; found in higher mz's MsMs_238; found in higher mz's MsMs_186; found in higher mz's MsMs_215,,,,,,,999,FALSE,FALSE,FALSE,,,,,,12.21626,174.87624:22312 174.92834:28076 174.93712:47730 174.95139:183464 174.95523:139285 174.97005:25097 174.99199:318081 175.87288:128604 175.9632:1411280 176.47519:31064 176.88063:71817 176.94922:54629 176.95869:48285 176.96661:61683 176.97322:30768 176.98047:254409 176.9855:49574 177.09163:38963 177.84396:75035 177.8687:35532 177.98125:36662 178.94225:1415360 178.95003:112036 178.97742:87921 179.0712:30981 179.84132:36834 179.94547:40230,59.01239:3949 62.05927:3081 63.3257:3183 77.01381:3963 79.9563:94976 80.96394:196977 82.95924:12358 85.0461:3319 100.92653:4408 108.95824:9874 130.93771:11949 130.96088:107770 143.46648:4092 156.92625:5937 174.93631:22634 174.95168:35850
184,Unknown,417,1.129867,1.205317,1.296417,189.979,8983882,28532566,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,73.99963,189.96706:120405 189.97902:3328496 190.49609:28594 190.965:144757 190.9758:24954 190.98256:142327 190.99075:71285 191.46236:40893 191.97537:25079 191.98357:36024 192.95799:2059926 192.9809:42968 193.08647:26988 193.50394:60344 193.96176:80128 193.97183:71881 194.49379:85064 194.92798:1182133 194.95506:659590,59.01239:354654 59.01668:9520 70.19775:2767 79.9563:30255 80.96346:7248 90.96996:7344 120.94308:2502 132.98073:5813 147.96751:81664 148.97633:64575 149.98694:24070 150.48619:8275 150.74568:2461 161.9826:4106 162.9552:135007 162.99237:5939 189.97951:46826 189.99673:3856
185,Unknown,417,1.10455,1.205317,1.277233,194.928,4450993.5,17266844,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,78.374,194.49379:85064 194.92798:1182133 194.95506:659590 194.98804:25548 195.06554:56702 195.10237:27450 195.81047:261110 195.9588:36469 195.96661:57131 196.92374:56757 196.95126:61570 197.08176:34019 197.11784:29304 197.66299:22510 197.80736:332611 198.94827:28310 198.96823:30560 199.00684:23872 199.09737:605271 199.13405:40618 199.16986:90523 199.80473:145820,50.31085:3418 59.01196:16918 68.55473:3534 76.28819:3480 78.53143:3780 79.95622:56725 80.96374:20425 82.44064:4064 95.46801:4320 96.95878:94550 114.94152:3541 130.99031:15051 152.91603:379126 160.84085:4675 166.93082:5215 167.07002:4897 167.90282:95679 170.92685:19644 194.92705:172504 194.95543:7340 195.0665:4802 195.13887:5861
194,Unknown,417,1.129867,1.205317,1.339733,374.9924,5751784,14822193,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,60.65408,374.99243:2287968 375.99664:205008 376.99948:22564 378.94055:51242 378.9848:80818,56.71591:4305 59.01236:232821 59.02356:4182 60.35979:4424 63.69342:4486 74.25671:4820 75.36136:4391 89.99848:5004 126.41958:5905 132.98073:7572 153.62131:6648 168.51929:5973 173.81807:6618 174.99147:114035 208.14755:5440 217.00244:678691 217.63142:5533 374.99225:33246
213,Unknown,421,1.121733,1.213983,1.389667,192.958,8054959.5,36049588,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,32.91087,192.95796:3429044 192.98087:54411 193.50447:38257 193.96167:126884 194.49374:87047 194.92734:1348298 194.95505:1079632 194.98801:49005 195.81049:420949 196.92371:55598 196.95107:109355 197.80734:626774,52.77566:3212 54.29882:2430 54.93742:2589 56.33219:2521 59.01242:22705 63.57209:2424 64.69244:2792 75.05452:2813 79.95637:24496 80.96346:13774 100.44166:2751 101.22918:3848 106.15483:3109 108.93599:16635 144.81898:3151 150.94626:112728 164.96809:10640 173.49899:3204 192.95718:46595 193.08678:9845
218,Unknown,421,1.050117,1.213983,1.356583,252.9374,465155.4375,1728379,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,3.755437,252.81526:69886 252.90112:536387 252.93744:192458 253.90216:163761 253.939:44334 254.77011:851644 254.89845:520002 254.93512:215961 254.94949:477602 255.23265:492955 255.89973:100908 255.936:50529 256.23593:111527 256.76715:1328250 256.83823:203784 256.88818:475830 256.896:174155 256.9165:61661 256.93213:75277 256.95361:86248 257.88889:72352 257.93307:30160,56.07482:3603 57.20808:3409 87.61424:4386 88.15893:3694 94.92973:4389 110.9245:88741 138.91962:198664 146.68488:4914 148.94849:4813 152.24188:4379 166.62848:4007 189.6792:3892 218.0706:4399 248.51901:3934
238,Unknown,421,1.110583,1.213983,1.356583,360.9772,7217942,19322578,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,98.40337,360.97723:3789138 361.98148:317964 362.97263:47441 364.67062:53112 364.97006:174355,59.01242:78928 59.76378:5081 63.31709:5270 123.41644:5623 132.98073:7304 144.86859:5913 150.5475:5331 153.24815:5013 160.97699:59781 162.72035:5400 170.02745:5001 174.99164:135585 202.98761:420476 217.00246:121924 218.98367:6123 360.9761:14110
267,Unknown,425,1.005267,1.222783,1.296417,298.908,2107070.25,6779689.5,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,22.22449,298.87234:1952774 298.90796:524232 299.87949:88406 299.91028:42513 300.86957:1333251 300.90436:126856 302.85928:559357 302.95172:120269 303.86285:43979,103.04523:6642 112.92191:8681 126.90225:901363 128.89977:7291 136.93105:45468 140.91756:22682 146.86533:13356 148.86229:12656 150.94775:17938 154.897:2954501 156.89453:27674 164.92566:88146 168.91403:629883 170.91197:16117 178.94203:31827 210.44794:7093 242.88293:8427 270.87708:8476 278.83716:12669 280.83517:15305 298.87115:41257
270,Unknown,425,1.161833,1.222783,1.381433,338.9288,2082735.25,7440570,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,29.27076,338.90109:110271 338.92911:443506 339.93311:40662 340.92505:78665 342.77448:29985,51.11511:10730 60.8444:11586 65.29378:11535 67.58212:12053 68.994:12019 79.95583:31342 80.96415:23024 117.18526:12822 128.36978:13188 130.39513:14132 142.99173:57940 144.86859:26984 145.054:14374 154.89699:25474 170.83173:68707 180.98798:36920 200.61922:15705 208.98518:232323 230.98459:447691 338.9696:69340
288,Unknown,429,1.03895,1.231783,1.296417,154.9328,2275296.25,9399730,,[M-H]-,M + 0,similar chromatogram in higher mz_312; similar chromatogram in higher mz_317; similar chromatogram in higher mz_318; found in higher mz's MsMs_505; found in higher mz's MsMs_580; found in higher mz's MsMs_349; found in higher mz's MsMs_487; found in higher mz's MsMs_298; found in higher mz's MsMs_576; found in higher mz's MsMs_267,,,,,,,999,FALSE,FALSE,FALSE,,,,,,46.04421,154.89755:7350660 154.93277:946708 155.90076:64860 155.93353:85005 156.86554:109971 156.89465:4871010 156.93008:205942 157.08635:68950 157.12233:127485 157.89809:50190 158.84563:39937 158.86224:100202 158.89185:767536 158.97757:117444 159.84439:1034671,50.30037:24961 60.03905:26294 60.6392:25447 65.13293:26085 76.95935:28327 79.46645:30379 90.86882:28323 102.06413:35043 126.90271:1753382 129.90082:31515 154.89699:101076
289,Unknown,429,0.9829333,1.231783,1.296417,156.9302,501925.25,2352813,,[M-H]-,M + 0,found in higher mz's MsMs_506; found in higher mz's MsMs_300,,,,,,,999,FALSE,FALSE,FALSE,,,,,,9.17744,156.86554:109971 156.89465:4871010 156.93008:205942 157.08635:68950 157.12233:127485 157.89809:50190 158.84563:39937 158.86224:100202 158.89185:767536 158.97757:117444 159.84439:1034671 160.84093:606165 160.88747:112800 160.97606:394044 161.84155:940221,52.62579:18274 61.41879:16799 67.48212:15571 73.19637:17348 114.91815:20115 128.90016:2237552 142.91553:25277 156.89464:253221
298,Unknown,429,1.161833,1.231783,1.296417,268.9146,5148085,16880802,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,22.65783,268.79333:2350975 268.82779:44439 268.8508:78775 268.87906:2362190 268.91455:2222726 269.00555:36027 269.87988:261629 269.91458:466468 270.78992:620023 270.8765:1722914 270.90396:94356 270.91113:766061 271.84854:335117 271.87689:186583 271.91171:126367 272.78616:101675 272.86523:1103036 272.87274:499223 272.90051:101220 272.90909:84444 273.84583:320904 273.867:163081,58.73901:4307 59.87831:3751 61.83451:4623 70.34582:4236 79.25121:4340 94.93011:25938 96.92665:10322 103.34254:4545 110.92457:222841 111.47124:4879 112.92229:89564 120.95318:7091 126.90272:194147 128.89977:20578 132.85426:4313 136.93124:11552 138.91966:247373 140.91643:131795 144.86896:32338 146.86572:521445 148.86269:554064 154.89732:250305 154.93173:19007 164.92587:6292 165.8316:4987 240.79971:9444 268.79123:36668 268.87964:8886
300,Unknown,429,1.10455,1.231783,1.296417,286.8888,1671442,6191611.5,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,16.21342,286.80127:77550 286.85318:2701673 286.88077:201567 286.88882:493618 286.97412:36238 287.83368:46851 287.86206:270197 288.84372:5011806 288.87866:253903 288.93689:103546 289.84583:113328 289.94458:52328 290.8132:233526 290.8399:4921531 290.87518:59239 290.96127:275944 291.84348:152553,114.91931:3901 126.9024:4563 128.89977:131335 130.8965:1891 130.9832:3999 136.9314:5572 138.92842:5431 140.91756:1155 142.9138:9050 144.99933:1164 146.86533:1113 154.89697:5238 156.89453:309290 158.89084:6181 158.97729:4142 164.92575:5005 166.92279:5527 168.91422:1632 170.90987:1828 172.99287:1530 230.86143:1211 286.85376:3005
349,Unknown,433,1.005267,1.2401,1.296417,274.8631,3398215.5,12016846,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,26.27587,274.82788:3705936 274.86237:475932 275.84171:94271 276.82428:3561302 276.85916:150766 276.94547:178095 277.8273:61789 278.81381:1648102 278.82153:1205365 278.90793:623124 278.94302:186520,55.32177:14153 56.66449:15732 64.43313:15203 77.00867:14804 91.14467:16985 112.92191:17840 120.2522:17262 122.64243:17590 126.90234:572383 130.88799:230255 140.91756:31605 144.86856:6452199 146.8653:289571 154.89693:1164154 158.8911:50632 170.08844:16272 218.83926:61588 274.82629:131435
355,Unknown,433,1.161833,1.2401,1.493283,312.8875,11571116,45156180,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,177.705,312.88745:1830802 313.89124:75101 314.85742:118137 314.8851:1144448 315.88913:74605 316.8822:223299 316.96756:105134 317.77332:75800,51.9278:40992 52.19001:34193 57.41095:38572 59.25954:43315 79.95583:49172 82.93201:43225 102.74331:42168 144.96327:4751544 312.91949:350668 312.98221:181042 313.05048:45683
359,Unknown,433,1.161833,1.2401,1.296417,322.9172,12541359,47626048,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,257.9342,322.91641:2170184 323.92038:92081 324.88605:119426 324.91385:713845 326.90207:209519,72.21733:3810 85.51069:4435 93.77016:3886 108.93559:15617 120.97084:4618 124.49635:4113 128.91226:3996 136.93149:236361 150.94617:217959 164.92601:495337 164.96205:14822 174.95604:9094 178.9431:815971 180.93881:22720 188.97252:10300 192.95677:74653 248.84631:4404 290.44458:4329 294.92767:6358 322.91653:22012
431,Unknown,437,1.1562,1.248917,1.296417,144.8687,43302212,141202640,,[M-H]-,M + 0,found in higher mz's MsMs_349; found in higher mz's MsMs_487; found in higher mz's MsMs_348; found in higher mz's MsMs_481; found in higher mz's MsMs_343; found in higher mz's MsMs_467; found in higher mz's MsMs_341,,,,,,,999,FALSE,FALSE,FALSE,,,,,,959.4116,144.8687:18592656 144.9117:56865 145.88367:95131 146.8186:73748 146.86588:16562470 146.91441:54300 146.96008:589788 148.86288:5461310 148.94855:902743,66.45501:6910 79.95583:13272 80.96371:41974 116.91619:19291 130.8965:8540 144.86856:3550520
433,Unknown,437,1.050117,1.248917,1.296417,146.8659,41526780,136001568,,[M-H]-,M + 0,found in higher mz's MsMs_298; found in higher mz's MsMs_576; found in higher mz's MsMs_348; found in higher mz's MsMs_481; found in higher mz's MsMs_343,,,,,,,999,FALSE,FALSE,FALSE,,,,,,1350.114,146.8186:73748 146.86588:16562470 146.91441:54300 146.96008:589788 148.86288:5461310 148.94855:902743 149.94923:167638 150.85986:613009 150.94656:508676,78.13229:11593 85.76326:11449 94.09224:11012 118.96436:29351 146.86536:1073188
439,Unknown,437,1.161833,1.248917,1.522,164.9615,732706.8125,3953505.5,,[M-H]-,M + 0,found in higher mz's MsMs_359; found in higher mz's MsMs_509,,,,,,,999,FALSE,FALSE,FALSE,,,,,,4.832688,164.83862:809236 164.92654:8688946 164.96155:228286 165.83647:514689 165.92194:72053 165.92953:177549 165.9341:470557 166.83382:385314 166.92336:2742645 166.93097:93404 167.83359:197693 167.92706:87473 167.93105:177815 168.8309:213984 168.91335:7010622 168.91907:274900 169.91678:174932,59.85415:6979 65.55075:7952 72.77293:6575 75.69444:6740 105.36052:8079 108.9358:229335 121.45183:7166 136.93124:1426338 136.96622:35013 150.94766:36176 156.97473:7857 164.83736:117424 164.92572:86957
441,Unknown,437,1.050117,1.248917,1.296417,168.9133,19754028,74464728,,[M-H]-,M + 0,found in higher mz's MsMs_505; found in higher mz's MsMs_267,,,,,,,999,FALSE,FALSE,FALSE,,,,,,216.406,168.8309:213984 168.91335:7010622 168.91907:274900 169.91678:174932 170.88298:446741 170.91005:4358664 171.91367:139233 172.87987:165211 172.90746:657629 172.99365:208246,52.17928:2962 53.34164:3163 54.42389:2800 61.86774:3020 66.71062:3215 67.41328:2952 79.98568:3421 82.70255:3364 92.95985:3731 126.90265:143711 134.33643:4340 140.92444:28514 166.42465:3340 168.83562:84648 168.91185:38346
443,Unknown,437,1.050117,1.248917,1.397917,170.91,12614138,60200296,,[M-H]-,M + 0,found in higher mz's MsMs_506,,,,,,,999,FALSE,FALSE,FALSE,,,,,,178.0361,170.88298:446741 170.91005:4358664 171.91367:139233 172.87987:165211 172.90746:657629 172.99365:208246 174.90302:86199 174.95514:3532715 174.99135:61540,53.82565:2855 67.31522:3987 75.86212:3363 77.61281:3473 83.76125:3031 91.40356:3623 96.39934:3344 99.93185:5030 114.92633:3946 128.90004:63200 136.22426:3582 142.92201:7505 170.83151:390597 170.90988:15795
444,Unknown,437,1.10455,1.248917,1.296417,178.9422,23579676,98704800,,[M-H]-,M + 0,found in higher mz's MsMs_359; found in higher mz's MsMs_509,,,,,,,999,FALSE,FALSE,FALSE,,,,,,98.83298,178.94218:7784266 178.97737:78537 179.94547:248566 180.91193:405785 180.93909:2600544 181.94284:58318 182.93489:287535,59.01196:15326 72.55672:3798 74.40868:4202 79.95583:7297 82.34134:4038 87.35269:3519 108.93608:124137 126.91854:5313 136.93137:68247 150.94633:453223 164.96205:11425 178.94092:45597 179.07034:7405
464,Unknown,437,1.180917,1.248917,1.296417,252.901,16011281,50570440,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,149.8776,252.81523:898752 252.90102:6011590 253.78865:192498 253.90221:1516058 254.76999:6332746 254.81247:301704 254.89828:5561624 255.23248:122512 255.78548:84092 255.87085:96063 255.89886:1262207 256.76709:9173612 256.86172:70724 256.88806:473822 256.89587:1751966 257.88879:89981 257.89664:226485,56.07482:3603 57.20808:3409 87.61424:4386 88.15893:3694 94.92973:4389 110.9245:88741 138.91962:198664 146.68488:4914 148.94849:4813 152.24188:4379 166.62848:4007 189.6792:3892 218.0706:4399 248.51901:3934
467,Unknown,437,1.170833,1.248917,1.296417,254.8983,15092841,47497960,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,224.0274,254.76999:6332746 254.81247:301704 254.89828:5561624 255.23248:122512 255.78548:84092 255.87085:96063 255.89886:1262207 256.76709:9173612 256.86172:70724 256.88806:473822 256.89587:1751966 257.88879:89981 257.89664:226485 258.76407:6283578 258.84998:4060485 258.88547:429751 258.8924:190499 258.97934:51317 259.85107:508345 259.88596:91299,94.92971:16073 96.92693:79224 104.95853:9507 106.34699:9312 110.92516:104945 111.92583:16049 112.92201:575886 120.95317:9822 122.95089:8614 130.31606:9347 132.88513:42419 134.88301:21779 138.91927:197328 139.92012:29482 140.91751:1202511 144.86859:3517368 146.86702:12246 148.86229:37685 148.94847:9383 150.94598:13713 152.76524:9290 152.91579:16732 154.89697:10498 194.927:37295 254.76953:371607 254.90073:28983 255.23305:137546
505,Unknown,437,1.050117,1.248917,1.296417,298.8719,30707162,98288984,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,370.7533,298.80325:146378 298.87192:9937600 298.9071:222002 299.87457:277557 300.84207:162300 300.86914:6597385 301.87192:251342 302.85886:1036772 302.86636:1190065 302.95261:324547,103.04523:6642 112.92191:8681 126.90225:901363 128.89977:7291 136.93105:45468 140.91756:22682 146.86533:13356 148.86229:12656 150.94775:17938 154.897:2954501 156.89453:27674 164.92566:88146 168.91403:629883 170.91197:16117 178.94203:31827 210.44794:7093 242.88293:8427 270.87708:8476 278.83716:12669 280.83517:15305 298.87115:41257
506,Unknown,437,1.090683,1.248917,1.296417,300.8691,19570840,62741956,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,336.7522,300.84207:162300 300.86914:6597385 301.87192:251342 302.85886:1036772 302.86636:1190065 302.95261:324547 304.82806:210077 304.83817:155941 304.85559:1186258 304.91397:1250921,83.43283:1181 90.05276:1165 98.00633:1133 128.89993:57651 131.16539:1064 136.93126:3419 146.03493:1310 154.89699:3590 156.89455:175109 164.92653:8976 166.92264:3442 170.90959:36751 172.99287:1545 272.84985:1698 300.87219:1450
509,Unknown,437,1.170833,1.248917,1.296417,308.9006,20555060,70463280,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,497.1274,308.85028:76529 308.90057:6096690 308.9364:189703 309.90329:339574 310.87051:111404 310.89792:2266686 311.90112:91766 312.88821:3042540 313.89078:186224,52.38689:3432 54.64391:4706 55.44531:4648 66.55276:4035 80.88889:4011 90.02197:4360 108.9356:5450 136.93144:98747 150.94565:24162 164.92621:244047 178.94305:80285 180.19614:5358 194.23708:4793 239.93024:4803 308.89987:5233
576,Unknown,441,1.021233,1.257133,1.296417,268.8791,16269250,48748760,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,314.3239,268.7926:6494466 268.87933:9830759 268.91391:1161333 269.87918:1200217 269.91522:289029 270.78906:1907773 270.87576:7218250 270.91141:387311 271.84872:1318255 271.87701:806578 272.78647:249092 272.86554:1181717 272.87302:1801959 273.84619:922369 273.86655:186181,58.73901:4307 59.87831:3751 61.83451:4623 70.34582:4236 79.25121:4340 94.93011:25938 96.92665:10322 103.34254:4545 110.92457:222841 111.47124:4879 112.92229:89564 120.95318:7091 126.90272:194147 128.89977:20578 132.85426:4313 136.93124:11552 138.91966:247373 140.91643:131795 144.86896:32338 146.86572:521445 148.86269:554064 154.89732:250305 154.93173:19007 164.92587:6292 165.8316:4987 240.79971:9444 268.79123:36668 268.87964:8886
580,Unknown,441,1.07045,1.257133,1.296417,284.8591,32959660,96523728,,[M-H]-,M + 0,,,,,,,,999,FALSE,FALSE,FALSE,,,,,,288.7396,284.80481:398563 284.85596:20176586 284.89127:2215617 285.8595:451186 285.89273:183993 286.85345:14001310 286.88913:556662 286.97443:99227 287.86179:350838 288.8429:9821506 288.93597:772367 289.84656:327417,53.12797:4443 60.71675:4948 90.15823:4861 106.11023:5265 106.98753:4587 112.92192:16463 126.90247:293632 128.89978:15428 136.93126:17570 140.91743:47710 154.89702:927601 156.89445:73797 164.9261:23802 168.50476:5209 170.90987:7330 218.1042:5061 284.85968:14361
