SMILES,Formula,formula1,mz,Ref
C=CCC(=O)OCC(F)(F)C(F)(F)C(F)(F)F,C8H7F7O2,C8H7F7O2,267.026147,EPA_Dashboard
O=C(O)c1ccc(OCC(F)(F)C(F)F)cc1O,C10H8F4O4,C10H8F4O4,267.0285916,EPA_Dashboard
N=C(NO)C(F)(F)C(F)(F)C(F)(F)C(=N)NO,C5H6F6N4O2,C5H6F6N4O2,267.0322148,EPA_Dashboard
FC(F)C(F)(F)C(F)(F)c1nc2ccccc2[nH]1,C10H6F6N2,C10H6F6N2,267.0362375,EPA_Dashboard
FC(=CC(F)(F)C(F)(F)F)N=Nc1ccccc1,C10H6F6N2,C10H6F6N2,267.0362375,EPA_Dashboard
CC(C)=CC=C(F)C(F)(F)C(F)(F)C(F)(F)F,C9H8F8,C9H8F8,267.042546,EPA_Dashboard
FC(F)C(F)(F)C(F)(F)C(F)CC1CCCO1,C9H11F7O,C9H11F7O1,267.0625325,EPA_Dashboard
CCP(F)(CC)(CC)C(F)=C(F)C(F)(F)F,C9H15F6P,C9H15F6P1,267.0742764,EPA_Dashboard
O=C1CCCN1C(F)(F)C(F)(F)N1CCCC1=O,C10H12F4N2O2,C10H12F4N2O2,267.0762105,EPA_Dashboard
CC(C)(C)C(O)CC(O)(C(F)(F)F)C(F)(F)F,C9H14F6O2,C9H14F6O2,267.082519,EPA_Dashboard
OCCCCCCC(O)(C(F)(F)F)C(F)(F)F,C9H14F6O2,C9H14F6O2,267.082519,EPA_Dashboard
Nc1nnc(C(F)(F)C(F)(F)C(F)(F)F)s1,C5H2F7N3S,C5H2F7N3S1,267.9784856,EPA_Dashboard
N#CC1=C(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C7F9N,C7F9N1,267.981423,EPA_Dashboard
O=Cc1ccc(C(F)(F)C(F)(F)F)cc1[N+](=O)[O-],C9H4F5NO3,C9H4F5N1O3,268.0038541,EPA_Dashboard
O=C(N=C(C(F)(F)F)C(F)(F)F)c1ccccc1,C10H5F6NO,C10H5F6N1O1,268.0202531,EPA_Dashboard
CCC(=CC(F)(F)C(F)(F)C(F)(F)F)[N+](=O)[O-],C7H6F7NO2,C7H6F7N1O2,268.021396,EPA_Dashboard
COC(=O)C=C(N)C(F)(F)C(F)(F)C(F)(F)F,C7H6F7NO2,C7H6F7N1O2,268.021396,EPA_Dashboard
Cc1ccc(N2CC2(C(F)(F)F)C(F)(F)F)cc1,C11H9F6N,C11H9F6N1,268.0566386,EPA_Dashboard
CC(C)(C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,C8H10F7NO,C8H10F7N1O1,268.0577815,EPA_Dashboard
CCN(CC)C(=O)C(F)(F)C(F)(F)C(F)(F)F,C8H10F7NO,C8H10F7N1O1,268.0577815,EPA_Dashboard
CCC(C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,C8H10F7NO,C8H10F7N1O1,268.0577815,EPA_Dashboard
CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,C8H10F7NO,C8H10F7N1O1,268.0577815,EPA_Dashboard
CC(C)CNC(=O)C(F)(F)C(F)(F)C(F)(F)F,C8H10F7NO,C8H10F7N1O1,268.0577815,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C(F)(Cl)Cl,C4Cl2F8,C4Cl2F8,268.9176511,EPA_Dashboard
FC(F)(F)C(OCl)(C(F)(F)F)C(F)(F)F,C4ClF9O,C4Cl1F9O1,268.9421163,EPA_Dashboard
O=C(Cl)c1ccc2c(c1)OC(F)(F)C(F)(F)O2,C9H3ClF4O3,C9H3Cl1F4O3,268.9634045,EPA_Dashboard
FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,C4F10O2,C4F10O2,268.9665814,EPA_Dashboard
FC(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C5HF11,C5H1F11,268.9829805,EPA_Dashboard
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5HF11,C5H1F11,268.9829805,EPA_Dashboard
FC(F)(F)C(F)(F)c1nc2ccc(Cl)cc2[nH]1,C9H4ClF5N2,C9H4Cl1F5N2,268.9910369,EPA_Dashboard
FC(F)C(F)(F)COP1Oc2ccccc2O1,C9H7F4O3P,C9H7F4O3P1,268.9996136,EPA_Dashboard
O=C(OCC(F)(F)C(F)F)c1ccc(Cl)cc1,C10H7ClF4O2,C10H7Cl1F4O2,268.99979,EPA_Dashboard
O=C(O)CCC(=O)C(F)(C(F)(F)F)C(F)(F)F,C7H5F7O3,C7H5F7O3,269.0054116,EPA_Dashboard
CCOC(=O)C(=O)C(F)(C(F)(F)F)C(F)(F)F,C7H5F7O3,C7H5F7O3,269.0054116,EPA_Dashboard
COC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,C7H5F7O3,C7H5F7O3,269.0054116,EPA_Dashboard
CCOC(=O)C(F)(F)C(F)(F)OC(F)=C(F)F,C7H5F7O3,C7H5F7O3,269.0054116,EPA_Dashboard
COc1ccccc1SC(F)=C(F)C(F)(F)F,C10H7F5OS,C10H7F5O1S1,269.0064969,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C#Cc1ccccc1,C11H5F7,C11H5F7,269.0206677,EPA_Dashboard
O=S(=O)(Cc1ccccc1)CC(F)(F)C(F)F,C10H10F4O2S,C10H10F4O2S1,269.0264834,EPA_Dashboard
N=C(N)NNC(=O)C(F)(F)C(F)(F)C(F)(F)F,C5H5F7N4O,C5H5F7N4O1,269.0278783,EPA_Dashboard
OC1Cc2ccccc2C(F)(C(F)(F)F)C1(F)F,C11H8F6O,C11H8F6O1,269.0406542,EPA_Dashboard
CC1(O)c2ccccc2C(F)(C(F)(F)F)C1(F)F,C11H8F6O,C11H8F6O1,269.0406542,EPA_Dashboard
C=Cc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,C11H8F6O,C11H8F6O1,269.0406542,EPA_Dashboard
CC(=O)OCCCC(F)(F)C(F)(F)C(F)(F)F,C8H9F7O2,C8H9F7O2,269.0417971,EPA_Dashboard
CC(=O)OC(C)CC(F)(F)C(F)(F)C(F)(F)F,C8H9F7O2,C8H9F7O2,269.0417971,EPA_Dashboard
CCOC(=O)CCC(F)(F)C(F)(F)C(F)(F)F,C8H9F7O2,C8H9F7O2,269.0417971,EPA_Dashboard
CCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)F,C8H9F7O2,C8H9F7O2,269.0417971,EPA_Dashboard
CC(C)(C)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,C8H9F7O2,C8H9F7O2,269.0417971,EPA_Dashboard
COC(=O)C(C)CC(F)(F)C(F)(F)C(F)(F)F,C8H9F7O2,C8H9F7O2,269.0417971,EPA_Dashboard
CCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)F,C8H9F7O2,C8H9F7O2,269.0417971,EPA_Dashboard
CC(=O)CC(=O)C(F)(F)C(F)(F)C(=O)CC(C)=O,C10H10F4O4,C10H10F4O4,269.0442417,EPA_Dashboard
FC(F)C(F)(F)Oc1ccc(-c2ccccc2)cc1,C14H10F4O,C14H10F4O1,269.0594978,EPA_Dashboard
OCCCCCCC(F)(C(F)(F)F)C(F)(F)F,C9H13F7O,C9H13F7O1,269.0781826,EPA_Dashboard
FC(F)(F)N(C(F)(F)F)C(F)(F)C(F)(F)F,C4F11N,C4F11N1,269.9782294,EPA_Dashboard
FN(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C4F11N,C4F11N1,269.9782294,EPA_Dashboard
NC(CSC(F)(F)C(F)C(F)(F)F)C(=O)O,C6H7F6NO2S,C6H7F6N1O2S1,270.0028888,EPA_Dashboard
NC(CSC(F)(F)C(F)(F)C(F)F)C(=O)O,C6H7F6NO2S,C6H7F6N1O2S1,270.0028888,EPA_Dashboard
NC(=CC(=O)C(F)(F)C(F)F)C(F)(F)C(F)F,C7H5F8NO,C7H5F8N1O1,270.0170595,EPA_Dashboard
CN(C(F)(F)C(F)F)S(=O)(=O)c1ccccc1,C9H9F4NO2S,C9H9F4N1O2S1,270.0217324,EPA_Dashboard
O=C(NC(C(F)(F)F)C(F)(F)F)c1ccccc1,C10H7F6NO,C10H7F6N1O1,270.0359032,EPA_Dashboard
CCC(CC(F)(F)C(F)(F)C(F)(F)F)[N+](=O)[O-],C7H8F7NO2,C7H8F7N1O2,270.037046,EPA_Dashboard
NC(CCC(F)(F)C(F)(F)C(F)(F)F)C(=O)O,C7H8F7NO2,C7H8F7N1O2,270.037046,EPA_Dashboard
COCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,C7H8F7NO2,C7H8F7N1O2,270.037046,EPA_Dashboard
CN(C)CC=C(F)C(F)(F)C(F)(F)C(F)(F)F,C8H9F8N,C8H9F8N1,270.053445,EPA_Dashboard
CC1(C)CN1C(F)(F)C(C(F)(F)F)C(F)(F)F,C8H9F8N,C8H9F8N1,270.053445,EPA_Dashboard
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)Cl,C6H3ClF6O3,C6H3Cl1F6O3,270.960211,EPA_Dashboard
COC1CC(C(F)(F)F)(C(F)(F)F)SS1,C6H6F6OS2,C6H6F6O1S2,270.9691461,EPA_Dashboard
O=C(CC(=O)C(F)(F)C(F)(F)F)c1cccs1,C9H5F5O2S,C9H5F5O2S1,270.9857615,EPA_Dashboard
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)CCl,C7H7ClF6O2,C7H7Cl1F6O2,270.9965965,EPA_Dashboard
C=C(C(=O)OCC(F)(F)C(F)(F)F)C(F)(F)F,C7H4F8O2,C7H4F8O2,271.0010751,EPA_Dashboard
CC(=O)SCCC(F)(C(F)(F)F)C(F)(F)F,C7H7F7OS,C7H7F7O1S1,271.0033034,EPA_Dashboard
N#Cc1ccnc(C(F)(C(F)(F)F)C(F)(F)F)c1,C9H3F7N2,C9H3F7N2,271.0111656,EPA_Dashboard
CN=C(S)NCC(F)(F)C(F)(F)C(F)(F)F,C6H7F7N2S,C6H7F7N2S1,271.0145368,EPA_Dashboard
FC(F)(F)C1(C(F)(F)F)OCOc2ccccc21,C10H6F6O2,C10H6F6O2,271.0199188,EPA_Dashboard
O=C(OC(C(F)(F)F)C(F)(F)F)c1ccccc1,C10H6F6O2,C10H6F6O2,271.0199188,EPA_Dashboard
Cc1ccc(C(=O)C=C(C(F)(F)F)C(F)(F)F)o1,C10H6F6O2,C10H6F6O2,271.0199188,EPA_Dashboard
COC(CC(S)(C(F)(F)F)C(F)(F)F)OC,C7H10F6O2S,C7H10F6O2S1,271.0232899,EPA_Dashboard
Nc1ccc(SCC(F)(F)C(F)(F)F)cc1N,C9H9F5N2S,C9H9F5N2S1,271.0333804,EPA_Dashboard
FC(=Cc1ccccc1)C(C(F)(F)F)C(F)(F)F,C11H7F7,C11H7F7,271.0363178,EPA_Dashboard
C=CCOCC(F)(F)C(F)(F)C(F)(F)C(F)F,C8H8F8O,C8H8F8O1,271.0374606,EPA_Dashboard
Cc1ccc(C(F)(F)C(O)(F)C(F)(F)F)cc1C,C11H10F6O,C11H10F6O1,271.0563043,EPA_Dashboard
OC(CCc1ccccc1)(C(F)(F)F)C(F)(F)F,C11H10F6O,C11H10F6O1,271.0563043,EPA_Dashboard
Cc1ccc(C)c(C(O)(C(F)(F)F)C(F)(F)F)c1,C11H10F6O,C11H10F6O1,271.0563043,EPA_Dashboard
OCCC(CCO)C(F)(F)C(F)(F)C(F)(F)F,C8H11F7O2,C8H11F7O2,271.0574471,EPA_Dashboard
CC(C)(C)C1(C)OC(O)(C(F)(F)C(F)F)CC1=O,C11H16F4O3,C11H16F4O3,271.0962773,EPA_Dashboard
N#CCCC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C7H4F9N,C7H4F9N1,272.0127231,EPA_Dashboard
N#CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H4F9N,C7H4F9N1,272.0127231,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C=Nc1ccccc1,C10H6F7N,C10H6F7N1,272.0315667,EPA_Dashboard
CNc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,C10H9F6NO,C10H9F6N1O1,272.0515532,EPA_Dashboard
Cc1ccc(N)c(C(O)(C(F)(F)F)C(F)(F)F)c1,C10H9F6NO,C10H9F6N1O1,272.0515532,EPA_Dashboard
Cc1ccc(C(O)(C(F)(F)F)C(F)(F)F)c(N)c1,C10H9F6NO,C10H9F6N1O1,272.0515532,EPA_Dashboard
Cc1cc(N)ccc1C(O)(C(F)(F)F)C(F)(F)F,C10H9F6NO,C10H9F6N1O1,272.0515532,EPA_Dashboard
Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1N,C10H9F6NO,C10H9F6N1O1,272.0515532,EPA_Dashboard
CCC1COC(C(F)C(F)(F)F)(N(CC)CC)O1,C11H19F4NO2,C11H19F4N1O2,272.1279117,EPA_Dashboard
CCN(CC)C1(C(F)C(F)(F)F)OCCC(C)O1,C11H19F4NO2,C11H19F4N1O2,272.1279117,EPA_Dashboard
FC(F)(Cl)C(F)(F)P(F)(F)(Cl)Cl,C2Cl3F6P,C2Cl3F6P1,272.863459,EPA_Dashboard
CCOC(=O)C(F)(F)OC(F)(F)C(F)(F)Cl,C6H5ClF6O3,C6H5Cl1F6O3,272.975861,EPA_Dashboard
O=C(OC(=O)C(F)(F)C(F)F)C(F)(F)C(F)F,C6H2F8O3,C6H2F8O3,272.9803397,EPA_Dashboard
O=C(C=C(C(F)(F)F)C(F)(F)F)c1cccs1,C9H4F6OS,C9H4F6O1S1,272.9814251,EPA_Dashboard
FC(F)(F)C(=Cc1ccc(Cl)cc1)C(F)(F)F,C10H5ClF6,C10H5Cl1F6,272.9911172,EPA_Dashboard
OCC#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H3F9O,C7H3F9O1,272.9967387,EPA_Dashboard
O=C(OC(C(F)(F)F)C(F)(F)F)c1cnccn1,C8H4F6N2O2,C8H4F6N2O2,273.0104167,EPA_Dashboard
COP(=O)(OC)C(C)(C(F)(F)F)C(F)(F)F,C6H9F6O3P,C6H9F6O3P1,273.0120701,EPA_Dashboard
COP(OC)(OC)=C(C(F)(F)F)C(F)(F)F,C6H9F6O3P,C6H9F6O3P1,273.0120701,EPA_Dashboard
O=C(c1ccccc1)C(F)(F)C(F)(F)C(F)(F)F,C10H5F7O,C10H5F7O1,273.0155823,EPA_Dashboard
O=Cc1ccc(C(F)(C(F)(F)F)C(F)(F)F)cc1,C10H5F7O,C10H5F7O1,273.0155823,EPA_Dashboard
O=C(c1ccccc1)C(F)(C(F)(F)F)C(F)(F)F,C10H5F7O,C10H5F7O1,273.0155823,EPA_Dashboard
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,C7H6F8O2,C7H6F8O2,273.0167252,EPA_Dashboard
FC1(F)COCOCC(F)(F)C(F)(F)C1(F)F,C7H6F8O2,C7H6F8O2,273.0167252,EPA_Dashboard
O=C(OCC(F)(F)C(F)C(F)(F)F)C(F)CF,C7H6F8O2,C7H6F8O2,273.0167252,EPA_Dashboard
Cc1ccc(SC(F)(F)C(F)C(F)(F)F)cc1,C10H8F6S,C10H8F6S1,273.0178106,EPA_Dashboard
OCC(O)COCC(F)(F)C(F)(F)C(F)(F)F,C7H9F7O3,C7H9F7O3,273.0367117,EPA_Dashboard
OC(CC1CC2C=CC1C2)(C(F)(F)F)C(F)(F)F,C11H12F6O,C11H12F6O1,273.0719543,EPA_Dashboard
O=C(NCCCl)C(F)(F)C(F)(F)C(F)(F)F,C6H5ClF7NO,C6H5Cl1F7N1O1,273.987509,EPA_Dashboard
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1N,C10H8F7N,C10H8F7N1,274.0472168,EPA_Dashboard
Cc1ccc(CC(O)(C(F)(F)F)C(F)(F)F)n1C,C10H11F6NO,C10H11F6N1O1,274.0672033,EPA_Dashboard
FC(F)(F)C1(C(F)(F)F)OC(Cl)=C(Cl)O1,C5Cl2F6O2,C5Cl2F6O2,274.9106739,EPA_Dashboard
O=C(O)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)O,C4H2F6O5S,C4H2F6O5S1,274.9454335,EPA_Dashboard
FC(F)(F)C(F)(C(F)(F)F)P(F)(F)(F)F,C3F11P,C3F11P1,274.9489171,EPA_Dashboard
FC1(F)OC2(OC1(F)F)OC(F)(F)C(F)(F)O2,C5F8O4,C5F8O4,274.9596042,EPA_Dashboard
O=C(O)c1cnc(Cl)nc1C(F)(F)C(F)(F)F,C7H2ClF5N2O2,C7H2Cl1F5N2O2,274.9652161,EPA_Dashboard
O=C1c2c(F)c(F)c(F)c(F)c2C(F)(F)C1(F)F,C9F8O,C9F8O1,274.9748604,EPA_Dashboard
O=C(O)C(=C(F)C(F)(F)C(F)(F)F)C(F)(F)F,C6HF9O2,C6H1F9O2,274.9760033,EPA_Dashboard
O=C(O)C(F)=C(F)C(F)(C(F)(F)F)C(F)(F)F,C6HF9O2,C6H1F9O2,274.9760033,EPA_Dashboard
FC(F)C1=CC(F)(F)C(F)(F)C(F)(F)C1(F)F,C7H2F10,C7H2F10,274.9924023,EPA_Dashboard
FCC1=C(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C7H2F10,C7H2F10,274.9924023,EPA_Dashboard
OC(C=C(C(F)(F)F)C(F)(F)F)c1cccs1,C9H6F6OS,C9H6F6O1S1,274.9970751,EPA_Dashboard
CNC(=O)Nc1nnc(C(F)(F)C(F)(F)F)s1,C6H5F5N4OS,C6H5F5N4O1S1,275.0031429,EPA_Dashboard
FC(F)(F)C(CC1CO1)(C(F)(F)F)C(F)(F)F,C7H5F9O,C7H5F9O1,275.0123888,EPA_Dashboard
OCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H5F9O,C7H5F9O1,275.0123888,EPA_Dashboard
CC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H5F9O,C7H5F9O1,275.0123888,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,C7H5F9O,C7H5F9O1,275.0123888,EPA_Dashboard
Oc1ccc(OC(O)(C(F)(F)F)C(F)(F)F)cc1,C9H6F6O3,C9H6F6O3,275.0148334,EPA_Dashboard
OC(c1ccccc1)C(F)(F)C(F)(F)C(F)(F)F,C10H7F7O,C10H7F7O1,275.0312324,EPA_Dashboard
COc1ccc(C(F)(F)C(F)(F)C(F)(F)F)cc1,C10H7F7O,C10H7F7O1,275.0312324,EPA_Dashboard
OCc1ccc(C(F)(C(F)(F)F)C(F)(F)F)cc1,C10H7F7O,C10H7F7O1,275.0312324,EPA_Dashboard
OCCOCC(F)(F)C(F)(F)C(F)(F)C(F)F,C7H8F8O2,C7H8F8O2,275.0323753,EPA_Dashboard
FC(F)C(F)(F)OCCCOC(F)(F)C(F)F,C7H8F8O2,C7H8F8O2,275.0323753,EPA_Dashboard
CCOC(=O)C(C(C)=O)C(=O)C(F)(F)C(F)(F)F,C9H9F5O4,C9H9F5O4,275.0348199,EPA_Dashboard
Nc1ccc(C(F)(C(F)(F)F)C(F)(F)F)c(N)c1,C9H7F7N2,C9H7F7N2,275.0424658,EPA_Dashboard
Nc1cc(N)cc(C(F)(F)C(F)(F)C(F)(F)F)c1,C9H7F7N2,C9H7F7N2,275.0424658,EPA_Dashboard
CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H9F9,C8H9F9,275.0487743,EPA_Dashboard
CC(C)=CC1C(C(=O)O)C1(C(F)(F)F)C(F)(F)F,C10H10F6O2,C10H10F6O2,275.0512189,EPA_Dashboard
O=C1C2CCC(C2)C1C(O)(C(F)(F)F)C(F)(F)F,C10H10F6O2,C10H10F6O2,275.0512189,EPA_Dashboard
CCCCCCCCOC(=O)C(F)(F)C(F)(F)F,C11H17F5O2,C11H17F5O2,275.1075909,EPA_Dashboard
CCCCCCCCCC(O)C(F)(F)C(F)(F)F,C12H21F5O,C12H21F5O1,275.1439764,EPA_Dashboard
Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1,C8H5Cl2F4NO,C8H5Cl2F4N1O1,275.961152,EPA_Dashboard
O=[N+]([O-])C(F)(F)COC(F)(F)C(F)C(F)(F)F,C5H3F8NO3,C5H3F8N1O3,275.9912387,EPA_Dashboard
CNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H4F9NO,C6H4F9N1O1,276.0076377,EPA_Dashboard
CC(=O)c1c[nH]cc1C(F)(F)C(F)(F)C(F)(F)F,C9H6F7NO,C9H6F7N1O1,276.0264814,EPA_Dashboard
Cc1cc(C(F)(F)C(F)(F)C(F)(F)F)c(C=O)[nH]1,C9H6F7NO,C9H6F7N1O1,276.0264814,EPA_Dashboard
Nc1cc(C(F)(F)C(F)(F)C(F)(F)F)ccc1O,C9H6F7NO,C9H6F7N1O1,276.0264814,EPA_Dashboard
Oc1ccc(OC(F)(F)C(F)(F)Cl)cc1Cl,C8H4Cl2F4O2,C8H4Cl2F4O2,276.9451676,EPA_Dashboard
FC1=C(Cl)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C6ClF9,C6Cl1F9,276.9472017,EPA_Dashboard
CC(Cl)(Cl)CC(O)(C(F)(F)F)C(F)(F)F,C6H6Cl2F6O,C6H6Cl2F6O1,276.9627095,EPA_Dashboard
Fc1cc2c(cc1F)C(F)(F)C(F)(Cl)C2(F)F,C9H2ClF7,C9H2Cl1F7,276.9660453,EPA_Dashboard
FC1=C(C(F)(F)F)C(F)(F)OC1(F)C(F)(F)F,C6F10O,C6F10O1,276.9716668,EPA_Dashboard
O=C(F)C(F)=C(F)C(F)(F)C(F)(F)C(F)(F)F,C6F10O,C6F10O1,276.9716668,EPA_Dashboard
O=C(F)C(F)=C(F)C(F)(C(F)(F)F)C(F)(F)F,C6F10O,C6F10O1,276.9716668,EPA_Dashboard
FC(OC(F)=C(F)C(F)(F)F)=C(F)C(F)(F)F,C6F10O,C6F10O1,276.9716668,EPA_Dashboard
O=C(C(=C(F)F)C(F)(F)F)C(F)(F)C(F)(F)F,C6F10O,C6F10O1,276.9716668,EPA_Dashboard
FC(F)=C(F)OC(F)(F)C(F)(F)C(F)=C(F)F,C6F10O,C6F10O1,276.9716668,EPA_Dashboard
FC(F)=C(F)OC(F)(F)C(F)=C(F)C(F)(F)F,C6F10O,C6F10O1,276.9716668,EPA_Dashboard
FC(F)(F)C#COC(F)(F)C(F)(F)C(F)(F)F,C6F10O,C6F10O1,276.9716668,EPA_Dashboard
O=C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C6F10O,C6F10O1,276.9716668,EPA_Dashboard
O=C(C(F)=C(C(F)(F)F)C(F)(F)F)C(F)(F)F,C6F10O,C6F10O1,276.9716668,EPA_Dashboard
O=C(O)C(F)OC(F)(F)C(F)(F)OC(F)(F)F,C5H2F8O4,C5H2F8O4,276.9752543,EPA_Dashboard
O=C(O)C(F)(F)OC(F)(OC(F)F)C(F)(F)F,C5H2F8O4,C5H2F8O4,276.9752543,EPA_Dashboard
CS(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)F,C5H5F7O3S,C5H5F7O3S1,276.9774826,EPA_Dashboard
CC(=O)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C6H3F9O2,C6H3F9O2,276.9916533,EPA_Dashboard
COC(F)(F)C(F)(F)C(F)(F)OC(F)=C(F)F,C6H3F9O2,C6H3F9O2,276.9916533,EPA_Dashboard
OCC(F)(F)C(F)(F)C(F)(F)OC(F)=C(F)F,C6H3F9O2,C6H3F9O2,276.9916533,EPA_Dashboard
FC(F)(F)C(F)(Sc1ccccc1)C(F)(F)F,C9H5F7S,C9H5F7S1,276.9927387,EPA_Dashboard
OCCCC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C7H7F9O,C7H7F9O1,277.0280388,EPA_Dashboard
CCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H7F9O,C7H7F9O1,277.0280388,EPA_Dashboard
C#CCOCC1COC(C(F)(F)F)(C(F)(F)F)O1,C9H8F6O3,C9H8F6O3,277.0304834,EPA_Dashboard
OC(CC(O)(C(F)(F)F)C(F)(F)F)c1ccco1,C9H8F6O3,C9H8F6O3,277.0304834,EPA_Dashboard
OC1C2CCC(C2)C1C(O)(C(F)(F)F)C(F)(F)F,C10H12F6O2,C10H12F6O2,277.0668689,EPA_Dashboard
FC(F)C(F)(F)Oc1ccc(N2CCNCC2)cc1,C12H14F4N2O,C12H14F4N2O1,277.0969459,EPA_Dashboard
C=C(C#N)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,C8H4F7NO2,C8H4F7N1O2,278.0057459,EPA_Dashboard
NCC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H6F9NO,C6H6F9N1O1,278.0232878,EPA_Dashboard
NC(=O)C(F)(F)C(F)(F)C(=O)Nc1ccccc1N,C10H9F4N3O2,C10H9F4N3O2,278.0558094,EPA_Dashboard
O=C(COCC(F)(F)C(F)F)NCc1ccccc1,C12H13F4NO2,C12H13F4N1O2,278.0809615,EPA_Dashboard
O=C(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)F,C4F8O3S,C4F8O3S1,278.9367606,EPA_Dashboard
O=S(=O)(O)C(F)(F)C(F)(F)OCC(F)(F)F,C4H3F7O4S,C4H3F7O4S1,278.9567471,EPA_Dashboard
C=C(Cl)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6H2ClF9,C6H2Cl1F9,278.9628517,EPA_Dashboard
C=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H2ClF9,C6H2Cl1F9,278.9628517,EPA_Dashboard
O=C(O)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C5HF9O3,C5H1F9O3,278.9709179,EPA_Dashboard
O=C(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,C5HF9O3,C5H1F9O3,278.9709179,EPA_Dashboard
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,C6H5ClF8O,C6H5Cl1F8O1,278.9828382,EPA_Dashboard
Fc1c(F)c(F)c2c(c1F)C(F)C(F)(F)C2(F)F,C9HF9,C9H1F9,278.986174,EPA_Dashboard
O=c1[nH]cc(C(F)(C(F)(F)F)C(F)(F)F)c(=O)[nH]1,C7H3F7N2O2,C7H3F7N2O2,279.0009949,EPA_Dashboard
O=c1[nH]cc(C(F)(F)C(F)(F)C(F)(F)F)c(=O)[nH]1,C7H3F7N2O2,C7H3F7N2O2,279.0009949,EPA_Dashboard
OCC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H5F9O2,C6H5F9O2,279.0073034,EPA_Dashboard
O=C(Nc1ncn[nH]1)C(F)(F)C(F)(F)C(F)(F)F,C6H3F7N4O,C6H3F7N4O1,279.0122283,EPA_Dashboard
N#CC(C#N)CC(F)(F)C(F)(F)C(F)(F)C(F)F,C8H4F8N2,C8H4F8N2,279.0173939,EPA_Dashboard
O=C1CCCC1C(=O)C(F)(F)C(F)(F)C(F)(F)F,C9H7F7O2,C9H7F7O2,279.026147,EPA_Dashboard
CCOC(=C=C(C(F)(F)F)C(F)(F)F)SCC,C9H10F6OS,C9H10F6O1S1,279.0283753,EPA_Dashboard
N#CC1(C#N)C2C=CC(C2)C1(C(F)(F)F)C(F)(F)F,C11H6F6N2,C11H6F6N2,279.0362375,EPA_Dashboard
N#CC1N(c2ccccc2)C1(C(F)(F)F)C(F)(F)F,C11H6F6N2,C11H6F6N2,279.0362375,EPA_Dashboard
CC(=O)CCC(=O)CC(O)(C(F)(F)F)C(F)(F)F,C9H10F6O3,C9H10F6O3,279.0461335,EPA_Dashboard
