SMILES,Formula,formula1,mz,Ref
Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,C9H5Cl2F6NO,C9H5Cl2F6N1O1,325.9579585,Norman_KEMI
O=C(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C7F12O,C7F12O1,326.9684733,Norman_KEMI
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H3F11O2,C7H3F11O2,326.9884598,Norman_KEMI
COC(=O)CC(C)(C)C(Cl)CC(Cl)(Cl)C(F)(F)F,C10H14Cl3F3O2,C10H14Cl3F3O2,326.9938674,Norman_KEMI
O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C6HF11O3,C6H1F11O3,328.9677243,Norman_KEMI
O=C(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C6F12O2,C6F12O2,330.9633879,Norman_KEMI
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C7H4F12O,C7H4F12O1,330.9997734,Norman_KEMI
FC(F)C(F)(F)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,C7H4F12O,C7H4F12O1,330.9997734,Norman_KEMI
OCC(F)(C(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,C7H4F12O,C7H4F12O1,330.9997734,Norman_KEMI
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H9F9O2,C10H9F9O2,331.0386035,Norman_KEMI
FC(F)(F)N1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C6F13N,C6F13N1,331.9750359,Norman_KEMI
FC(F)(F)C(F)(F)C(F)(F)OC(F)(Cl)C(F)(F)Cl,C5Cl2F10O,C5Cl2F10O1,334.9093722,Norman_KEMI
FC(F)(F)C(F)(OC(F)(Cl)C(F)(F)Cl)C(F)(F)F,C5Cl2F10O,C5Cl2F10O1,334.9093722,Norman_KEMI
OCCCCCCCCCSCCCC(F)(F)C(F)(F)F,C14H25F5OS,C14H25F5O1S1,335.1473475,Norman_KEMI
FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6F14,C6F14,336.9703651,Norman_KEMI
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6F14,C6F14,336.9703651,Norman_KEMI
FC(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,C6F14,C6F14,336.9703651,Norman_KEMI
FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C6F14,C6F14,336.9703651,Norman_KEMI
C=CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H6F9NO2S,C7H6F9N1O2S1,337.9902734,Norman_KEMI
CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,C7H9F8NO3S,C7H9F8N1O3S1,338.0102599,Norman_KEMI
O=S(=O)(NCCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H6F9NO3S,C6H6F9N1O3S1,341.985188,Norman_KEMI
C#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8HF13,C8H1F13,342.9797869,Norman_KEMI
COC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C7H3F11O3,C7H3F11O3,342.9833744,Norman_KEMI
N#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7F13N,C7F13N1,343.9750359,Norman_KEMI
O=C(F)C(F)(OC(F)(F)C(F)(F)S(=O)(=O)F)C(F)(F)F,C5F10O4S,C5F10O4S1,344.9284817,Norman_KEMI
O=S(=O)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H4ClF9O2S,C6H4Cl1F9O2S1,344.940402,Norman_KEMI
O=C(O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,C6HF11O4,C6H1F11O4,344.9626389,Norman_KEMI
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C7H2F12O2,C7H2F12O2,344.9790379,Norman_KEMI
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H3F13,C8H3F13,344.995437,Norman_KEMI
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC,C10H10F8O4,C10H10F8O4,345.0378546,Norman_KEMI
Fc1c(F)c(F)c2c(c1F)C(F)(F)C(F)(F)C(F)(F)C2(F)F,C10F12,C10F12,346.9735586,Norman_KEMI
FC(F)=C(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C7HF13O,C7H1F13O1,346.9747015,Norman_KEMI
CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H5F13,C8H5F13,347.011087,Norman_KEMI
C=CC(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H9F9O3,C10H9F9O3,347.0335181,Norman_KEMI
CC12CCC(C(C(=O)C(F)(F)C(F)(F)C(F)(F)F)C1=O)C2(C)C,C14H15F7O2,C14H15F7O2,347.0887473,Norman_KEMI
FC(F)(F)C(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,C6F13NO,C6F13N1O1,347.9699505,Norman_KEMI
NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H4F13N,C7H4F13N1,348.006336,Norman_KEMI
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5HF11O3S,C5H1F11O3S1,348.9397953,Norman_KEMI
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7F14,C7F14,348.9703651,Norman_KEMI
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C7F14,C7F14,348.9703651,Norman_KEMI
COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,C7H3F13O,C7H3F13O1,348.9903516,Norman_KEMI
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H3F13O,C7H3F13O1,348.9903516,Norman_KEMI
C=CCC(C(=O)OC)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C10H8F10O2,C10H8F10O2,349.0291817,Norman_KEMI
O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5F12O2S,C5F12O2S1,350.9354589,Norman_KEMI
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,C6ClF13,C6Cl1F13,352.9408145,Norman_KEMI
FC(F)(F)C(F)(F)C(F)(F)C(Cl)(C(F)(F)F)C(F)(F)F,C6ClF13,C6Cl1F13,352.9408145,Norman_KEMI
C=C(C)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H5F11O2,C9H5F11O2,353.0041098,Norman_KEMI
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,C10H6F12,C10H6F12,353.0205088,Norman_KEMI
OCc1ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C13H11F9O,C13H11F9O1,353.059339,Norman_KEMI
O=[N+]([O-])c1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,C9H3Cl2F6NO3,C9H3Cl2F6N1O3,355.9321376,Norman_KEMI
O=C(Nc1ccc(Cl)c(Cl)c1)C(F)(F)C(F)(F)C(F)(F)F,C10H4Cl2F7NO,C10H4Cl2F7N1O1,355.9485366,Norman_KEMI
O=C(Nc1cc(Cl)cc(Cl)c1)C(F)(F)C(F)(F)C(F)(F)F,C10H4Cl2F7NO,C10H4Cl2F7N1O1,355.9485366,Norman_KEMI
CN(CCO)S(=O)(=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C7H8F9NO3S,C7H8F9N1O3S1,356.0008381,Norman_KEMI
CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H8F9NO3S,C7H8F9N1O3S1,356.0008381,Norman_KEMI
C=COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C9H6F12O,C9H6F12O1,357.0154235,Norman_KEMI
CCCCC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC,C13H18F8O2,C13H18F8O2,357.1106256,Norman_KEMI
O=C(O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl,C6HCl3F8O2,C6H1Cl3F8O2,360.8841581,Norman_KEMI
O=C(F)C(F)(OC(F)(F)C(F)(F)S(=O)(=O)F)C(F)(F)Cl,C5ClF9O4S,C5Cl1F9O4S1,360.8989311,Norman_KEMI
O=C(O)C(F)(F)C(F)(F)C(F)(F)OC(F)(Cl)C(F)(F)Cl,C6HCl2F9O3,C6H1Cl2F9O3,360.9086232,Norman_KEMI
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CO,C8H6F12O2,C8H6F12O2,361.0103381,Norman_KEMI
CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H4F11NO2S,C6H4F11N1O2S1,361.9714298,Norman_KEMI
O=S(=O)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C6F12O2S,C6F12O2S1,362.9354589,Norman_KEMI
O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C7HClF12O,C7H1Cl1F12O1,362.945151,Norman_KEMI
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C7HF13O2,C7H1F13O2,362.9696161,Norman_KEMI
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF13O2,C7H1F13O2,362.9696161,Norman_KEMI
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H5F13O,C8H5F13O1,363.0060016,Norman_KEMI
O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C7F14O,C7F14O1,364.9652797,Norman_KEMI
O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7F14O,C7F14O1,364.9652797,Norman_KEMI
O=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,C7F14O,C7F14O1,364.9652797,Norman_KEMI
O=C(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,C7F14O,C7F14O1,364.9652797,Norman_KEMI
C=CC(=O)OCC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C10H5F11O2,C10H5F11O2,365.0041098,Norman_KEMI
OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C7H2F14O,C7H2F14O1,366.9809298,Norman_KEMI
O=S(=O)(N(CCO)CCO)C(F)(F)C(F)(F)C(F)(F)C(F)F,C8H11F8NO4S,C8H11F8N1O4S1,368.0208246,Norman_KEMI
FC(F)(F)C(F)(Cl)C(F)(Cl)C(F)(C(F)(F)F)C(F)(F)F,C6Cl2F12,C6Cl2F12,368.911264,Norman_KEMI
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7HF15,C7H1F15,368.9765933,Norman_KEMI
FC(F)(F)C(F)(F)N(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C6F15N,C6F15N1,369.9718423,Norman_KEMI
CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H10F9NO3S,C8H10F9N1O3S1,370.0164882,Norman_KEMI
N#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)=C(F)F,C8F13NO,C8F13N1O1,371.9699505,Norman_KEMI
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,C9H5F13O,C9H5F13O1,375.0060016,Norman_KEMI
O=C(O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,C7H2F12O4,C7H2F12O4,376.9688672,Norman_KEMI
O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H3F13O2,C8H3F13O2,376.9852662,Norman_KEMI
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H3F13O2,C8H3F13O2,376.9852662,Norman_KEMI
OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H7F13O,C9H7F13O1,377.0216517,Norman_KEMI
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(C)(F)F,C12H12F10O2,C12H12F10O2,377.0604818,Norman_KEMI
O=C(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl,C6Cl4F8O,C6Cl4F8O1,378.8502711,Norman_KEMI
O=C(O)C(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,C7HF13O3,C7H1F13O3,378.9645308,Norman_KEMI
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS,C8H5F13S,C8H5F13S1,378.983158,Norman_KEMI
C=C(C)C(=O)OCC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C11H7F11O2,C11H7F11O2,379.0197599,Norman_KEMI
FC(F)(F)C(F)(F)C(F)(F)CNCC(F)(F)C(F)(F)C(F)(F)F,C8H5F14N,C8H5F14N1,380.0125642,Norman_KEMI
O=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7ClF13O,C7Cl1F13O1,380.9357292,Norman_KEMI
O=S(=O)(OCC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F12O3S,C6H2F12O3S1,380.9460236,Norman_KEMI
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCl,C8H4ClF13,C8H4Cl1F13,380.9721147,Norman_KEMI
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C8H4F14O,C8H4F14O1,380.9965798,Norman_KEMI
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C11H9F11O2,C11H9F11O2,381.0354099,Norman_KEMI
FC(F)(F)C(F)(F)N1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C7F15N,C7F15N1,381.9718423,Norman_KEMI
CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H13F9N2O2S,C9H13F9N2O2S1,383.0481226,Norman_KEMI
OCc1ccc(OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C14H13F9O2,C14H13F9O2,383.0699036,Norman_KEMI
CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H8F9NO4S,C8H8F9N1O4S1,383.9957527,Norman_KEMI
CN(CCCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H12F9NO3S,C9H12F9N1O3S1,384.0321382,Norman_KEMI
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)SCl,C6ClF13S,C6Cl1F13S1,384.9128855,Norman_KEMI
OC(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C7HF15O,C7H1F15O1,384.971508,Norman_KEMI
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C10H6F12O2,C10H6F12O2,385.0103381,Norman_KEMI
O=S(=O)(N(CCO)CCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H10F9NO4S,C8H10F9N1O4S1,386.0114028,Norman_KEMI
O=S(=O)(N(CCO)CCO)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C8H10F9NO4S,C8H10F9N1O4S1,386.0114028,Norman_KEMI
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7F16,C7F16,386.9671715,Norman_KEMI
FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C7F16,C7F16,386.9671715,Norman_KEMI
FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,C7F16,C7F16,386.9671715,Norman_KEMI
NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(N)=O,C8H4F12N2O2,C8H4F12N2O2,387.000836,Norman_KEMI
N#CC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F,C8F13NO2,C8F13N1O2,387.9648651,Norman_KEMI
C=CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H6F11NO2S,C8H6F11N1O2S1,387.9870799,Norman_KEMI
O=S(=O)(NCc1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H8F9NO2S,C11H8F9N1O2S1,388.0059235,Norman_KEMI
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,C8H2F12O4,C8H2F12O4,388.9688672,Norman_KEMI
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H5F13O2,C9H5F13O2,391.0009163,Norman_KEMI
O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H5F13O2,C9H5F13O2,391.0009163,Norman_KEMI
N#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8F15N,C8F15N1,393.9718423,Norman_KEMI
O=S(=O)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H4ClF11O2S,C7H4Cl1F11O2S1,394.9372085,Norman_KEMI
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C8H2F14O2,C8H2F14O2,394.9758444,Norman_KEMI
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H3F15,C9H3F15,394.9922434,Norman_KEMI
FC(F)(F)C(C1OC(F)(F)C(F)(F)C1(F)F)(C(F)(F)F)C(F)(F)F,C8HF15O,C8H1F15O1,396.971508,Norman_KEMI
OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,C7H3F13O4,C7H3F13O4,396.9750954,Norman_KEMI
C=CC(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C11H9F11O3,C11H9F11O3,397.0303246,Norman_KEMI
NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F13NO2S,C6H2F13N1O2S1,397.9525862,Norman_KEMI
FC(F)(F)C(F)(N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F)C(F)(F)F,C7F15NO,C7F15N1O1,397.9667569,Norman_KEMI
NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H4F15N,C8H4F15N1,398.0031424,Norman_KEMI
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6HF13O3S,C6H1F13O3S1,398.9366018,Norman_KEMI
O=P(O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F13O3P,C6H2F13O3P1,398.9461174,Norman_KEMI
FC(F)(F)C1(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,C8F16,C8F16,398.9671715,Norman_KEMI
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,C8F16,C8F16,398.9671715,Norman_KEMI
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C1(F)F,C8F16,C8F16,398.9671715,Norman_KEMI
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8F16,C8F16,398.9671715,Norman_KEMI
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F,C8F16,C8F16,398.9671715,Norman_KEMI
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H3F15O,C8H3F15O1,398.987158,Norman_KEMI
C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C11H8F12O2,C11H8F12O2,399.0259881,Norman_KEMI
O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6F14O2S,C6F14O2S1,400.9322653,Norman_KEMI
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C8H2F16,C8H2F16,400.9828216,Norman_KEMI
[N-]=[N+]=NCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H6F13N3,C9H6F13N3,402.0281341,Norman_KEMI
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H5F13O2,C10H5F13O2,403.0009163,Norman_KEMI
N#CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H4F13NS,C9H4F13N1S1,403.978407,Norman_KEMI
CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H8F11NO3S,C8H8F11N1O3S1,405.9976445,Norman_KEMI
O=C(O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F,C8HF13O4,C8H1F13O4,406.9594454,Norman_KEMI
O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C9H2F14O2,C9H2F14O2,406.9758444,Norman_KEMI
O=C(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C8F14O3,C8F14O3,408.9551089,Norman_KEMI
FC(F)=C(F)OC1(F)OC(F)(C(F)(F)F)C(F)(F)OC1(F)C(F)(F)F,C8F14O3,C8F14O3,408.9551089,Norman_KEMI
OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)CO,C8H6F12O5,C8H6F12O5,408.9950819,Norman_KEMI
C=CC(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H10F9NO4S,C10H10F9N1O4S1,410.0114028,Norman_KEMI
O=C(O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,C7HF13O5,C7H1F13O5,410.95436,Norman_KEMI
CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H3F15O,C9H3F15O1,410.987158,Norman_KEMI
C=C(C)C(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C12H11F11O3,C12H11F11O3,411.0459746,Norman_KEMI
CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H4F13NO2S,C7H4F13N1O2S1,411.9682362,Norman_KEMI
NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H2F15NO,C8H2F15N1O1,411.982407,Norman_KEMI
CCOC(=O)CN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H12F9NO4S,C10H12F9N1O4S1,412.0270528,Norman_KEMI
O=S(=O)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F,C7F14O2S,C7F14O2S1,412.9322653,Norman_KEMI
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C8HF15O2,C8H1F15O2,412.9664226,Norman_KEMI
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8HF15O2,C8H1F15O2,412.9664226,Norman_KEMI
CCOC(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,C9H5F15O,C9H5F15O1,413.0028081,Norman_KEMI
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C1(F)F,C8F16O,C8F16O1,414.9620861,Norman_KEMI
FC(F)(F)C(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C(F)(F)C1(F)F,C8F16O,C8F16O1,414.9620861,Norman_KEMI
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)OC(F)(F)C1(F)F,C8F16O,C8F16O1,414.9620861,Norman_KEMI
FC(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)OC(F)(F)C(F)(F)C1(F)F,C8F16O,C8F16O1,414.9620861,Norman_KEMI
O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8F16O,C8F16O1,414.9620861,Norman_KEMI
OCC(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C8H3F15O2,C8H3F15O2,414.9820726,Norman_KEMI
O=S(=O)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6ClF13O2S,C6Cl1F13O2S1,416.9027148,Norman_KEMI
C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H7F13O2,C11H7F13O2,417.0165663,Norman_KEMI
C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H7F13O2,C11H7F13O2,417.0165663,Norman_KEMI
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8HF17,C8H1F17,418.9733998,Norman_KEMI
OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H13F13O,C12H13F13O1,419.0686019,Norman_KEMI
CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H10F11NO3S,C9H10F11N1O3S1,420.0132946,Norman_KEMI
COC(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F,C9H3F13O4,C9H3F13O4,420.9750954,Norman_KEMI
CN(C(=O)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C(F)(F)C(F)(F)C(F)(F)F,C9H3F14NO2,C9H3F14N1O2,421.9867434,Norman_KEMI
